Dimension: array length (n),Time (clock)
1857,126.420000
1858,126.730000
1859,126.960000
1860,126.990000
1861,127.130000
1862,127.110000
1863,126.990000
1864,124.740000
1865,124.650000
1866,124.450000
1867,124.450000
1868,124.520000
1869,125.080000
1870,125.530000
1871,128.090000
1872,127.990000
1873,128.260000
1874,128.320000
1875,128.690000
1876,128.230000
1877,128.490000
1878,128.410000
1879,128.670000
1880,129.040000
1881,127.190000
1882,127.360000
1883,126.860000
1884,126.230000
1885,127.030000
1886,126.670000
1887,129.290000
1888,129.330000
1889,129.530000
1890,130.200000
1891,129.650000
1892,129.790000
1893,129.550000
1894,129.800000
1895,130.400000
1896,130.010000
1897,127.090000
1898,127.080000
1899,126.820000
1900,127.690000
1901,127.640000
1902,126.980000
1903,129.040000
1904,130.160000
1905,130.730000
1906,130.380000
1907,130.370000
1908,130.700000
1909,130.490000
1910,130.610000
1911,130.730000
1912,130.880000
1913,129.890000
1914,129.560000
1915,128.880000
1916,128.540000
1917,127.970000
1918,128.110000
1919,130.450000
1920,131.100000
1921,131.470000
1922,131.520000
1923,131.700000
1924,131.420000
1925,131.630000
1926,131.700000
1927,131.880000
1928,131.830000
1929,130.590000
1930,129.080000
1931,129.050000
1932,129.150000
1933,129.670000
1934,129.140000
1935,129.440000
1936,131.970000
1937,132.710000
1938,132.820000
1939,133.080000
1940,133.280000
1941,133.050000
1942,133.320000
1943,133.410000
1944,133.480000
1945,133.640000
1946,133.130000
1947,131.400000
1948,131.230000
1949,130.850000
1950,130.870000
1951,130.760000
1952,132.010000
1953,134.100000
1954,134.150000
1955,134.310000
1956,134.330000
1957,134.330000
1958,134.370000
1959,134.690000
1960,134.610000
1961,134.490000
1962,132.890000
1963,131.400000
1964,131.310000
1965,133.360000
1966,131.710000
1967,131.630000
1968,132.050000
1969,134.780000
1970,134.870000
1971,134.840000
1972,134.900000
1973,134.960000
1974,135.100000
1975,135.210000
1976,135.180000
1977,135.060000
1978,135.280000
1979,135.270000
1980,132.280000
1981,132.080000
1982,132.710000
1983,132.230000
1984,133.350000
1985,132.530000
1986,135.160000
1987,135.860000
1988,136.190000
1989,136.210000
1990,136.110000
1991,136.060000
1992,136.370000
1993,136.350000
1994,136.710000
1995,135.560000
1996,133.800000
1997,133.330000
1998,133.810000
1999,133.830000
2000,133.430000
2001,134.830000
2002,137.040000
2003,137.440000
2004,137.190000
2005,137.450000
2006,137.430000
2007,137.430000
2008,138.210000
2009,137.820000
2010,137.890000
2011,137.840000
2012,136.580000
2013,135.460000
2014,135.190000
2015,135.250000
2016,135.220000
2017,135.620000
2018,137.840000
2019,138.620000
2020,138.630000
2021,138.760000
2022,138.550000
2023,138.580000
2024,138.740000
2025,138.780000
2026,138.820000
2027,139.280000
2028,135.630000
2029,135.780000
2030,136.010000
2031,136.850000
2032,136.080000
2033,137.040000
2034,138.740000
2035,139.220000
2036,139.740000
2037,139.860000
2038,140.920000
2039,140.340000
2040,139.740000
2041,139.840000
2042,139.400000
2043,139.780000
2044,139.570000
2045,139.100000
2046,136.830000
2047,136.370000
2048,137.410000
2049,137.250000
2050,138.640000
2051,140.510000
2052,140.720000
2053,140.770000
2054,140.840000
2055,140.930000
2056,141.020000
2057,141.190000
2058,141.370000
2059,141.180000
2060,138.610000
2061,138.430000
2062,138.090000
2063,138.720000
2064,138.850000
2065,139.200000
2066,141.850000
2067,141.850000
2068,141.980000
2069,142.830000
2070,142.650000
2071,142.750000
2072,142.590000
2073,143.050000
2074,143.350000
2075,143.140000
2076,142.380000
2077,140.030000
2078,140.690000
2079,140.160000
2080,140.020000
2081,140.770000
2082,142.220000
2083,143.950000
2084,143.940000
2085,144.000000
2086,144.070000
2087,144.250000
2088,144.060000
2089,144.440000
2090,144.430000
2091,143.020000
2092,141.390000
2093,141.120000
2094,141.710000
2095,141.880000
2096,141.610000
2097,144.710000
2098,145.370000
2099,144.970000
2100,144.990000
2101,145.640000
2102,145.250000
2103,145.120000
2104,145.260000
2105,145.420000
2106,145.420000
2107,145.060000
2108,142.440000
2109,142.510000
2110,142.910000
2111,142.390000
2112,142.270000
2113,143.360000
2114,145.890000
2115,146.110000
2116,146.060000
2117,146.320000
2118,146.700000
2119,146.420000
2120,146.630000
2121,146.800000
2122,146.200000
2123,143.480000
2124,143.440000
2125,143.870000
2126,144.220000
2127,145.500000
2128,146.820000
2129,147.440000
2130,147.560000
2131,147.670000
2132,147.900000
2133,147.940000
2134,148.150000
2135,148.220000
2136,148.130000
2137,147.210000
2138,145.580000
2139,145.540000
2140,144.950000
2141,145.080000
2142,145.500000
2143,147.730000
2144,148.820000
2145,148.810000
2146,148.910000
2147,149.070000
2148,148.850000
2149,148.820000
2150,149.070000
2151,149.610000
2152,146.200000
2153,146.260000
2154,146.380000
2155,148.630000
2156,146.840000
2157,147.880000
2158,149.450000
2159,149.800000
2160,149.790000
2161,149.720000
2162,149.910000
2163,150.040000
2164,150.220000
2165,150.100000
2166,149.130000
2167,147.930000
2168,146.740000
2169,146.570000
2170,146.930000
2171,146.990000
2172,148.450000
2173,150.530000
2174,150.940000
2175,150.910000
2176,150.580000
2177,150.710000
2178,150.860000
2179,151.090000
2180,151.230000
2181,148.190000
2182,147.680000
2183,150.640000
2184,148.680000
2185,149.060000
2186,151.300000
2187,151.770000
2188,152.000000
2189,151.620000
2190,152.160000
2191,152.220000
2192,152.240000
2193,152.290000
2194,151.350000
2195,148.890000
2196,148.840000
2197,149.240000
2198,149.170000
2199,149.310000
2200,151.350000
2201,152.720000
2202,153.060000
2203,153.250000
2204,153.170000
2205,153.350000
2206,153.210000
2207,153.290000
2208,153.180000
2209,150.430000
2210,150.270000
2211,154.010000
2212,151.150000
2213,151.940000
2214,153.950000
2215,154.030000
2216,153.980000
2217,153.780000
2218,154.070000
2219,154.400000
2220,154.340000
2221,154.440000
2222,151.950000
2223,151.200000
2224,150.890000
2225,150.690000
2226,150.710000
2227,151.940000
2228,154.690000
2229,155.100000
2230,154.570000
2231,154.680000
2232,154.890000
2233,154.790000
2234,154.990000
2235,155.220000
2236,151.720000
2237,151.840000
2238,154.600000
2239,152.860000
2240,154.790000
2241,155.370000
2242,155.300000
2243,155.360000
2244,155.640000
2245,155.610000
2246,155.850000
2247,156.070000
2248,156.350000
2249,152.470000
2250,152.630000
2251,152.490000
2252,153.100000
2253,152.620000
2254,155.070000
2255,156.480000
2256,156.690000
2257,156.640000
2258,156.780000
2259,156.690000
2260,156.840000
2261,157.020000
2262,156.100000
2263,153.530000
2264,153.840000
2265,155.920000
2266,155.330000
2267,156.050000
2268,157.420000
2269,157.590000
2270,157.620000
2271,157.720000
2272,157.670000
2273,157.840000
2274,157.670000
2275,157.840000
2276,157.840000
2277,158.120000
2278,157.780000
2279,158.170000
2280,158.060000
2281,158.430000
2282,158.610000
2283,158.490000
2284,158.360000
2285,158.440000
2286,158.580000
2287,158.750000
2288,158.780000
2289,158.830000
2290,158.660000
2291,156.350000
2292,159.340000
2293,155.230000
2294,155.920000
2295,156.570000
2296,159.350000
2297,159.270000
2298,159.360000
2299,159.440000
2300,159.260000
2301,159.250000
2302,159.300000
2303,159.540000
2304,156.750000
2305,155.860000
2306,156.740000
2307,156.410000
2308,156.560000
2309,158.250000
2310,160.370000
2311,160.280000
2312,160.320000
2313,160.550000
2314,160.580000
2315,160.600000
2316,160.950000
2317,178.480000
2318,165.490000
2319,166.350000
2320,165.320000
2321,165.430000
2322,165.700000
2323,165.480000
2324,165.750000
2325,165.820000
2326,166.360000
2327,165.840000
2328,166.110000
2329,163.360000
2330,162.500000
2331,162.220000
2332,162.370000
2333,162.490000
2334,162.750000
2335,162.680000
2336,162.670000
2337,162.800000
2338,163.050000
2339,162.740000
2340,162.650000
2341,162.850000
2342,163.600000
2343,163.340000
2344,163.530000
2345,162.880000
2346,164.110000
2347,163.280000
2348,163.460000
2349,163.480000
2350,160.870000
2351,159.830000
2352,160.930000
2353,159.910000
2354,161.080000
2355,163.330000
2356,164.070000
2357,164.030000
2358,164.260000
2359,164.290000
2360,164.270000
2361,166.590000
2362,164.940000
2363,164.440000
2364,164.660000
2365,164.830000
2366,164.790000
2367,164.820000
2368,165.130000
2369,162.160000
2370,166.060000
2371,161.810000
2372,166.640000
2373,165.530000
2374,165.730000
2375,165.440000
2376,165.490000
2377,165.990000
2378,165.860000
2379,165.730000
2380,165.920000
2381,165.780000
2382,166.190000
2383,167.210000
2384,166.270000
2385,164.680000
2386,162.450000
2387,162.600000
2388,162.870000
2389,163.180000
2390,164.920000
2391,166.820000
2392,166.730000
2393,167.090000
2394,166.970000
2395,167.070000
2396,167.160000
2397,167.510000
2398,167.160000
2399,164.870000
2400,163.700000
2401,164.390000
2402,163.800000
2403,164.190000
2404,167.050000
2405,168.160000
2406,167.910000
2407,167.990000
2408,168.190000
2409,168.380000
2410,168.510000
2411,167.470000
2412,164.620000
2413,164.660000
2414,164.370000
2415,164.480000
2416,164.540000
2417,168.990000
2418,168.700000
2419,168.520000
2420,169.270000
2421,169.210000
2422,169.210000
2423,169.360000
2424,169.500000
2425,168.170000
2426,165.270000
2427,165.610000
2428,166.600000
2429,166.070000
2430,167.400000
2431,169.520000
2432,169.680000
2433,169.920000
2434,169.820000
2435,169.870000
2436,170.680000
2437,170.200000
2438,166.820000
2439,166.700000
2440,167.340000
2441,166.610000
2442,166.780000
2443,169.530000
2444,170.920000
2445,170.850000
2446,170.960000
2447,171.220000
2448,171.520000
2449,171.190000
2450,171.340000
2451,170.560000
2452,167.990000
2453,168.190000
2454,167.430000
2455,168.560000
2456,168.740000
2457,171.910000
2458,171.950000
2459,172.320000
2460,171.870000
2461,172.200000
2462,172.280000
2463,172.580000
2464,168.220000
2465,168.290000
2466,168.220000
2467,169.150000
2468,169.940000
2469,172.660000
2470,172.810000
2471,173.030000
2472,172.690000
2473,173.160000
2474,172.960000
2475,173.160000
2476,173.350000
2477,171.100000
2478,170.440000
2479,169.250000
2480,169.290000
2481,169.370000
2482,173.530000
2483,173.500000
2484,173.940000
2485,173.840000
2486,173.750000
2487,173.870000
2488,173.940000
2489,171.170000
2490,170.680000
2491,169.820000
2492,170.080000
2493,170.710000
2494,174.670000
2495,174.450000
2496,174.580000
2497,174.840000
2498,174.590000
2499,174.770000
2500,174.890000
2501,175.240000
2502,174.420000
2503,170.860000
2504,170.920000
2505,172.170000
2506,171.110000
2507,172.160000
2508,175.580000
2509,175.430000
2510,175.620000
2511,175.530000
2512,176.180000
2513,176.010000
2514,175.510000
2515,172.770000
2516,172.510000
2517,172.250000
2518,173.960000
2519,174.610000
2520,176.910000
2521,176.650000
2522,176.400000
2523,176.710000
2524,176.490000
2525,176.640000
2526,176.850000
2527,174.620000
2528,172.740000
2529,173.100000
2530,173.000000
2531,173.990000
2532,177.230000
2533,181.860000
2534,179.500000
2535,180.620000
2536,183.970000
2537,183.700000
2538,177.940000
2539,181.340000
2540,182.670000
2541,177.420000
2542,178.680000
2543,175.760000
2544,183.200000
2545,184.960000
2546,178.460000
2547,178.590000
2548,178.670000
2549,178.430000
2550,183.050000
2551,175.300000
2552,175.580000
2553,174.580000
2554,175.250000
2555,179.810000
2556,183.150000
2557,179.260000
2558,187.860000
2559,187.310000
2560,179.820000
2561,179.300000
2562,178.270000
2563,175.820000
2564,176.400000
2565,176.580000
2566,181.200000
2567,180.040000
2568,180.070000
2569,180.130000
2570,179.790000
2571,180.090000
2572,179.970000
2573,179.990000
2574,178.530000
2575,176.140000
2576,176.030000
2577,175.940000
2578,176.590000
2579,179.760000
2580,180.480000
2581,180.970000
2582,180.760000
2583,180.910000
2584,180.990000
2585,181.600000
2586,177.640000
2587,177.000000
2588,178.130000
2589,180.360000
2590,179.780000
2591,181.460000
2592,181.550000
2593,182.160000
2594,181.870000
2595,182.030000
2596,182.490000
2597,181.800000
2598,177.660000
2599,177.890000
2600,178.380000
2601,178.270000
2602,180.460000
2603,182.920000
2604,182.310000
2605,182.580000
2606,183.010000
2607,183.080000
2608,182.740000
2609,181.070000
2610,179.880000
2611,178.750000
2612,180.600000
2613,182.130000
2614,183.520000
2615,184.100000
2616,183.680000
2617,184.120000
2618,184.360000
2619,183.980000
2620,183.800000
2621,184.370000
2622,184.240000
2623,184.110000
2624,184.700000
2625,184.460000
2626,184.330000
2627,184.510000
2628,184.730000
2629,184.970000
2630,184.870000
2631,184.830000
2632,185.070000
2633,182.990000
2634,181.840000
2635,183.220000
2636,181.310000
2637,183.470000
2638,185.350000
2639,185.530000
2640,185.470000
2641,185.700000
2642,185.820000
2643,185.620000
2644,185.170000
2645,181.810000
2646,181.830000
2647,181.440000
2648,181.740000
2649,186.170000
2650,186.430000
2651,186.250000
2652,186.650000
2653,186.790000
2654,186.520000
2655,186.490000
2656,187.230000
2657,186.810000
2658,187.640000
2659,186.850000
2660,186.860000
2661,187.110000
2662,184.110000
2663,183.470000
2664,183.890000
2665,183.690000
2666,185.450000
2667,187.380000
2668,187.520000
2669,187.500000
2670,187.440000
2671,187.650000
2672,187.880000
2673,185.700000
2674,183.860000
2675,183.830000
2676,183.260000
2677,184.980000
2678,188.180000
2679,188.270000
2680,188.520000
2681,189.030000
2682,188.610000
2683,188.770000
2684,188.880000
2685,188.050000
2686,184.410000
2687,184.890000
2688,185.880000
2689,187.190000
2690,188.770000
2691,189.050000
2692,189.090000
2693,188.940000
2694,189.240000
2695,189.190000
2696,188.610000
2697,185.000000
2698,185.450000
2699,185.190000
2700,186.450000
2701,189.330000
2702,190.090000
2703,189.740000
2704,189.890000
2705,190.100000
2706,190.580000
2707,190.380000
2708,190.170000
2709,187.540000
2710,186.690000
2711,186.420000
2712,187.030000
2713,188.320000
2714,190.850000
2715,191.340000
2716,191.040000
2717,190.840000
2718,191.350000
2719,191.090000
2720,188.760000
2721,186.960000
2722,187.590000
2723,187.080000
2724,188.340000
2725,191.950000
2726,191.460000
2727,191.650000
2728,192.050000
2729,191.880000
2730,192.200000
2731,191.910000
2732,190.840000
2733,188.590000
2734,187.530000
2735,187.890000
2736,188.680000
2737,192.340000
2738,192.010000
2739,192.550000
2740,192.490000
2741,192.450000
2742,193.060000
2743,191.330000
2744,187.940000
2745,188.980000
2746,188.880000
2747,190.640000
2748,192.610000
2749,193.050000
2750,193.710000
2751,192.880000
2752,192.970000
2753,193.160000
2754,193.160000
2755,193.610000
2756,193.240000
2757,193.610000
2758,193.720000
2759,192.710000
2760,189.420000
2761,189.190000
2762,189.270000
2763,191.100000
2764,193.900000
2765,193.960000
2766,194.360000
2767,194.400000
2768,194.270000
2769,195.310000
2770,194.720000
2771,193.940000
2772,190.350000
2773,190.980000
2774,190.920000
2775,190.960000
2776,195.140000
2777,195.280000
2778,195.300000
2779,195.210000
2780,195.280000
2781,195.480000
2782,194.540000
2783,191.370000
2784,191.070000
2785,191.230000
2786,191.750000
2787,196.040000
2788,195.960000
2789,196.160000
2790,196.410000
2791,197.620000
2792,196.350000
2793,196.820000
2794,196.350000
2795,196.290000
2796,196.550000
2797,196.690000
2798,196.620000
2799,196.980000
2800,195.160000
2801,192.170000
2802,192.010000
2803,192.270000
2804,193.120000
2805,206.140000
2806,199.960000
2807,197.700000
2808,197.530000
2809,197.230000
2810,197.580000
2811,195.280000
2812,195.310000
2813,193.790000
2814,194.830000
2815,197.620000
2816,197.970000
2817,198.230000
2818,198.180000
2819,198.280000
2820,198.190000
2821,196.320000
2822,193.820000
2823,194.550000
2824,194.070000
2825,195.540000
2826,204.130000
2827,200.620000
2828,199.010000
2829,198.970000
2830,199.470000
2831,198.980000
2832,199.180000
2833,199.130000
2834,201.370000
2835,199.330000
2836,199.790000
2837,199.490000
2838,200.030000
2839,200.140000
2840,199.870000
2841,201.410000
2842,200.070000
2843,200.150000
2844,201.200000
2845,200.360000
2846,200.580000
2847,201.600000
2848,200.520000
2849,200.730000
2850,200.950000
2851,201.190000
2852,201.060000
2853,201.610000
2854,201.100000
2855,203.470000
2856,201.430000
2857,201.430000
2858,201.510000
2859,202.200000
2860,201.860000
2861,201.870000
2862,201.970000
2863,201.600000
2864,201.990000
2865,201.870000
2866,202.100000
2867,201.970000
2868,201.910000
2869,202.490000
2870,202.250000
2871,202.190000
2872,202.450000
2873,202.630000
2874,202.610000
2875,202.870000
2876,202.430000
2877,202.920000
2878,203.280000
2879,202.950000
2880,203.090000
2881,203.140000
2882,203.290000
2883,198.410000
2884,198.370000
2885,199.150000
2886,198.580000
2887,203.780000
2888,203.690000
2889,204.040000
2890,203.840000
2891,204.110000
2892,203.850000
2893,201.920000
2894,199.390000
2895,200.920000
2896,201.860000
2897,203.070000
2898,204.740000
2899,204.420000
2900,204.390000
2901,205.160000
2902,204.780000
2903,204.910000
2904,200.600000
2905,200.150000
2906,200.360000
2907,202.140000
2908,205.210000
2909,205.320000
2910,205.860000
2911,205.370000
2912,205.350000
2913,206.330000
2914,203.870000
2915,201.540000
2916,201.150000
2917,205.130000
2918,204.140000
2919,206.070000
2920,206.450000
2921,205.940000
2922,206.580000
2923,206.430000
2924,204.700000
2925,201.430000
2926,201.860000
2927,201.590000
2928,203.530000
2929,206.430000
2930,207.140000
2931,206.770000
2932,206.560000
2933,207.170000
2934,207.110000
2935,202.490000
2936,203.080000
2937,204.270000
2938,206.520000
2939,207.540000
2940,207.040000
2941,207.650000
2942,207.790000
2943,207.340000
2944,207.770000
2945,204.370000
2946,202.680000
2947,203.280000
2948,203.580000
2949,207.850000
2950,208.280000
2951,208.120000
2952,208.410000
2953,208.600000
2954,208.600000
2955,206.600000
2956,205.830000
2957,204.010000
2958,209.170000
2959,208.890000
2960,209.240000
2961,209.370000
2962,209.510000
2963,209.520000
2964,209.610000
2965,209.550000
2966,209.590000
2967,206.480000
2968,204.890000
2969,204.930000
2970,204.790000
2971,209.720000
2972,210.190000
2973,210.680000
2974,210.190000
2975,210.280000
2976,210.210000
2977,208.460000
2978,207.600000
2979,206.060000
2980,209.080000
2981,211.130000
2982,211.180000
2983,211.210000
2984,211.200000
2985,211.400000
2986,211.900000
2987,208.260000
2988,206.820000
2989,207.110000
2990,206.500000
2991,210.350000
2992,211.710000
2993,212.170000
2994,211.790000
2995,211.900000
2996,212.040000
2997,211.550000
2998,210.730000
2999,208.180000
3000,206.950000
3001,211.700000
3002,213.980000
3003,213.070000
3004,212.680000
3005,212.820000
3006,212.510000
3007,212.860000
3008,207.780000
3009,207.580000
3010,207.560000
3011,208.210000
3012,213.260000
3013,212.920000
3014,213.630000
3015,213.140000
3016,213.800000
3017,213.870000
3018,214.040000
3019,208.670000
3020,209.700000
3021,208.870000
3022,211.130000
3023,214.350000
3024,214.390000
3025,214.090000
3026,214.670000
3027,214.380000
3028,214.240000
3029,211.150000
3030,209.310000
3031,209.810000
3032,209.620000
3033,214.650000
3034,215.090000
3035,214.830000
3036,215.040000
3037,215.260000
3038,215.030000
3039,215.210000
3040,210.640000
3041,210.150000
3042,210.650000
3043,211.120000
3044,215.550000
3045,215.100000
3046,215.530000
3047,215.130000
3048,215.620000
3049,215.820000
3050,210.580000
3051,211.890000
3052,210.990000
3053,211.560000
3054,216.170000
3055,216.080000
3056,216.320000
3057,216.400000
3058,216.420000
3059,216.260000
3060,216.320000
3061,211.210000
3062,211.240000
3063,212.240000
3064,212.730000
3065,216.600000
3066,216.970000
3067,216.760000
3068,217.090000
3069,217.360000
3070,216.910000
3071,212.080000
3072,212.620000
3073,212.080000
3074,214.290000
3075,217.650000
3076,217.470000
3077,217.550000
3078,218.230000
3079,218.110000
3080,218.200000
3081,215.180000
3082,212.940000
3083,213.830000
3084,215.100000
3085,217.640000
3086,218.940000
3087,218.690000
3088,218.830000
3089,218.920000
3090,219.330000
3091,215.030000
3092,213.520000
3093,215.540000
3094,214.140000
3095,218.910000
3096,219.970000
3097,219.670000
3098,219.760000
3099,220.250000
3100,219.790000
3101,219.650000
3102,216.450000
3103,215.000000
3104,215.270000
3105,217.470000
3106,220.720000
3107,220.730000
3108,221.090000
3109,221.170000
3110,220.910000
3111,219.190000
3112,218.800000
3113,223.410000
3114,221.320000
3115,221.570000
3116,221.250000
3117,222.140000
3118,221.810000
3119,221.700000
3120,222.090000
3121,221.280000
3122,217.380000
3123,218.100000
3124,222.380000
3125,222.530000
3126,223.370000
3127,222.660000
3128,222.940000
3129,222.810000
3130,223.320000
3131,223.270000
3132,223.410000
3133,223.490000
3134,223.570000
3135,224.010000
3136,224.080000
3137,224.390000
3138,223.950000
3139,224.020000
3140,224.700000
3141,224.720000
3142,225.990000
3143,225.760000
3144,224.620000
3145,225.030000
3146,225.600000
3147,224.890000
3148,224.930000
3149,225.910000
3150,225.610000
3151,225.670000
3152,226.000000
3153,225.990000
3154,225.830000
3155,226.700000
3156,226.180000
3157,226.290000
3158,226.650000
3159,226.260000
3160,224.460000
3161,222.080000
3162,221.230000
3163,221.300000
3164,223.340000
3165,227.140000
3166,227.120000
3167,227.380000
3168,227.180000
3169,228.030000
3170,224.430000
3171,222.910000
3172,225.230000
3173,223.190000
3174,227.830000
3175,227.940000
3176,228.520000
3177,228.400000
3178,228.530000
3179,228.000000
3180,222.750000
3181,224.100000
3182,222.990000
3183,224.160000
3184,228.860000
3185,228.380000
3186,228.130000
3187,229.040000
3188,228.510000
3189,228.590000
3190,230.070000
3191,228.920000
3192,229.300000
3193,229.010000
3194,224.720000
3195,224.750000
3196,224.580000
3197,225.350000
3198,229.370000
3199,229.180000
3200,229.580000
3201,230.220000
3202,229.720000
3203,228.700000
3204,225.110000
3205,224.650000
3206,224.510000
3207,228.760000
3208,230.180000
3209,230.340000
3210,230.410000
3211,230.480000
3212,230.870000
3213,230.760000
3214,226.740000
3215,225.880000
3216,225.710000
3217,225.480000
3218,231.750000
3219,231.250000
3220,231.260000
3221,237.360000
3222,232.040000
3223,232.430000
3224,232.470000
3225,232.720000
3226,232.730000
3227,234.880000
3228,232.790000
3229,232.910000
3230,233.150000
3231,232.750000
3232,231.280000
3233,228.270000
3234,233.220000
3235,233.860000
3236,235.230000
3237,233.940000
3238,234.320000
3239,234.210000
3240,234.370000
3241,234.360000
3242,232.390000
3243,229.060000
3244,229.210000
3245,230.130000
3246,234.850000
3247,235.030000
3248,234.860000
3249,234.970000
3250,235.240000
3251,235.320000
3252,233.700000
3253,229.680000
3254,229.910000
3255,230.370000
3256,232.420000
3257,235.720000
3258,235.900000
3259,235.860000
3260,236.170000
3261,235.790000
3262,231.820000
3263,232.610000
3264,232.830000
3265,233.380000
3266,236.870000
3267,236.950000
3268,236.650000
3269,237.340000
3270,236.810000
3271,234.220000
3272,231.790000
3273,231.530000
3274,232.400000
3275,235.360000
3276,237.890000
3277,238.000000
3278,237.570000
3279,237.550000
3280,237.270000
3281,233.200000
3282,234.450000
3283,233.930000
3284,236.770000
3285,238.790000
3286,238.220000
3287,238.140000
3288,238.350000
3289,236.560000
3290,232.830000
3291,233.930000
3292,232.620000
3293,234.340000
3294,239.320000
3295,238.420000
3296,238.480000
3297,238.660000
3298,238.580000
3299,234.460000
3300,235.290000
3301,232.860000
3302,235.740000
3303,239.140000
3304,239.860000
3305,239.600000
3306,239.630000
3307,239.840000
3308,234.780000
3309,234.150000
3310,234.300000
3311,234.080000
3312,238.740000
3313,240.470000
3314,240.020000
3315,240.220000
3316,240.740000
3317,239.420000
3318,235.980000
3319,235.580000
3320,234.620000
3321,240.750000
3322,240.560000
3323,240.580000
3324,240.740000
3325,240.630000
3326,240.190000
3327,236.110000
3328,236.280000
3329,236.100000
3330,235.680000
3331,241.810000
3332,241.800000
3333,241.760000
3334,241.370000
3335,241.680000
3336,241.900000
3337,236.390000
3338,236.430000
3339,236.230000
3340,242.230000
3341,241.940000
3342,241.810000
3343,242.160000
3344,241.920000
3345,242.450000
3346,242.410000
3347,240.780000
3348,237.330000
3349,236.650000
3350,237.120000
3351,238.540000
3352,242.840000
3353,242.850000
3354,243.290000
3355,243.150000
3356,242.960000
3357,242.890000
3358,237.340000
3359,237.750000
3360,237.530000
3361,238.990000
3362,243.710000
3363,243.270000
3364,243.570000
3365,244.290000
3366,243.730000
3367,238.540000
3368,238.550000
3369,240.220000
3370,243.350000
3371,244.010000
3372,244.190000
3373,244.430000
3374,244.360000
3375,244.440000
3376,243.950000
3377,238.900000
3378,239.530000
3379,238.790000
3380,238.830000
3381,244.080000
3382,244.800000
3383,244.330000
3384,244.750000
3385,244.830000
3386,243.560000
3387,239.460000
3388,240.520000
3389,241.030000
3390,245.240000
3391,245.210000
3392,245.040000
3393,245.360000
3394,245.630000
3395,241.440000
3396,240.360000
3397,240.210000
3398,240.430000
3399,244.330000
3400,245.950000
3401,246.090000
3402,246.220000
3403,246.100000
3404,243.000000
3405,245.120000
3406,246.280000
3407,246.240000
3408,246.910000
3409,246.820000
3410,247.050000
3411,246.800000
3412,246.970000
3413,247.840000
3414,246.790000
3415,247.410000
3416,247.180000
3417,247.090000
3418,242.310000
3419,241.260000
3420,241.040000
3421,242.290000
3422,246.780000
3423,247.430000
3424,247.820000
3425,247.400000
3426,247.980000
3427,248.080000
3428,243.320000
3429,242.560000
3430,242.380000
3431,244.000000
3432,248.010000
3433,248.280000
3434,248.390000
3435,248.640000
3436,248.830000
3437,243.730000
3438,242.740000
3439,245.050000
3440,247.650000
3441,249.230000
3442,248.950000
3443,249.900000
3444,248.650000
3445,248.940000
3446,249.000000
3447,248.960000
3448,246.920000
3449,243.380000
3450,243.680000
3451,244.050000
3452,248.050000
3453,249.750000
3454,249.670000
3455,249.920000
3456,249.840000
3457,249.830000
3458,246.920000
3459,244.470000
3460,244.340000
3461,245.770000
3462,249.600000
3463,250.190000
3464,250.250000
3465,250.040000
3466,250.060000
3467,245.100000
3468,244.450000
3469,245.610000
3470,246.750000
3471,250.210000
3472,250.500000
3473,252.100000
3474,251.200000
3475,250.980000
3476,251.160000
3477,251.030000
3478,251.030000
3479,251.320000
3480,251.570000
3481,252.200000
3482,251.340000
3483,249.750000
3484,245.950000
3485,246.240000
3486,246.240000
3487,248.900000
3488,251.760000
3489,251.180000
3490,252.240000
3491,251.960000
3492,252.320000
3493,249.700000
3494,246.670000
3495,247.680000
3496,246.510000
3497,250.970000
3498,252.700000
3499,252.670000
3500,252.810000
3501,252.740000
3502,249.380000
3503,246.810000
3504,249.290000
3505,248.000000
3506,252.430000
3507,254.100000
3508,253.350000
3509,253.260000
3510,252.910000
3511,254.600000
3512,253.070000
3513,253.440000
3514,253.400000
3515,250.270000
3516,247.610000
3517,248.420000
3518,248.410000
3519,251.850000
3520,253.920000
3521,253.750000
3522,253.700000
3523,253.450000
3524,252.050000
3525,249.190000
3526,248.700000
3527,251.410000
3528,254.360000
3529,254.080000
3530,254.350000
3531,254.340000
3532,252.920000
3533,248.700000
3534,249.690000
3535,249.020000
3536,251.960000
3537,255.000000
3538,254.920000
3539,260.520000
3540,258.250000
3541,255.930000
3542,255.950000
3543,255.500000
3544,255.560000
3545,256.070000
3546,253.980000
3547,250.880000
3548,250.910000
3549,250.040000
3550,252.680000
3551,255.340000
3552,255.940000
3553,256.010000
3554,255.610000
3555,253.780000
3556,250.450000
3557,253.060000
3558,251.160000
3559,256.450000
3560,256.500000
3561,256.300000
3562,256.440000
3563,256.620000
3564,252.800000
3565,252.180000
3566,251.010000
3567,258.940000
3568,258.910000
3569,257.660000
3570,258.000000
3571,257.380000
3572,257.930000
3573,257.190000
3574,257.940000
3575,257.930000
3576,258.000000
3577,253.500000
3578,253.690000
3579,251.230000
3580,254.980000
3581,258.180000
3582,257.920000
3583,257.700000
3584,257.290000
3585,258.130000
3586,252.350000
3587,252.080000
3588,252.560000
3589,253.050000
3590,258.490000
3591,258.190000
3592,258.230000
3593,258.720000
3594,258.320000
3595,258.060000
3596,252.200000
3597,252.010000
3598,253.740000
3599,255.810000
3600,258.390000
3601,259.550000
3602,259.210000
3603,259.300000
