Dimension: array length (n),Time (clock)
3604,257.160000
3605,253.210000
3606,254.350000
3607,256.100000
3608,259.340000
3609,259.690000
3610,259.550000
3611,259.900000
3612,260.170000
3613,262.350000
3614,260.300000
3615,260.270000
3616,261.270000
3617,260.890000
3618,257.650000
3619,256.130000
3620,254.690000
3621,254.850000
3622,260.720000
3623,261.980000
3624,260.950000
3625,261.190000
3626,261.390000
3627,261.460000
3628,257.500000
3629,255.370000
3630,255.940000
3631,257.860000
3632,262.040000
3633,262.740000
3634,262.530000
3635,262.470000
3636,261.380000
3637,257.050000
3638,256.670000
3639,258.590000
3640,262.730000
3641,263.400000
3642,263.050000
3643,263.030000
3644,262.910000
3645,258.480000
3646,257.770000
3647,257.660000
3648,257.850000
3649,263.560000
3650,263.290000
3651,263.770000
3652,263.450000
3653,264.260000
3654,258.020000
3655,260.220000
3656,259.350000
3657,263.540000
3658,264.250000
3659,264.050000
3660,264.290000
3661,264.550000
3662,260.280000
3663,259.070000
3664,258.140000
3665,259.140000
3666,265.060000
3667,264.990000
3668,265.160000
3669,265.800000
3670,264.920000
3671,265.470000
3672,264.860000
3673,265.790000
3674,261.590000
3675,259.030000
3676,261.020000
3677,260.230000
3678,265.700000
3679,265.510000
3680,265.760000
3681,265.930000
3682,265.810000
3683,261.100000
3684,259.580000
3685,259.760000
3686,262.050000
3687,266.340000
3688,266.380000
3689,266.630000
3690,266.520000
3691,266.890000
3692,264.720000
3693,260.900000
3694,260.450000
3695,260.880000
3696,266.220000
3697,266.960000
3698,267.220000
3699,267.150000
3700,266.880000
3701,262.710000
3702,262.680000
3703,263.250000
3704,268.170000
3705,267.740000
3706,267.980000
3707,267.770000
3708,267.480000
3709,267.570000
3710,263.010000
3711,261.830000
3712,261.520000
3713,265.870000
3714,268.270000
3715,268.530000
3716,268.410000
3717,268.640000
3718,267.540000
3719,266.010000
3720,265.440000
3721,266.760000
3722,269.020000
3723,269.240000
3724,269.050000
3725,269.600000
3726,267.870000
3727,263.620000
3728,263.910000
3729,263.170000
3730,269.380000
3731,269.780000
3732,270.080000
3733,269.720000
3734,269.940000
3735,269.810000
3736,264.600000
3737,265.200000
3738,268.670000
3739,270.400000
3740,270.870000
3741,270.830000
3742,271.190000
3743,267.380000
3744,265.210000
3745,265.170000
3746,266.150000
3747,271.410000
3748,271.270000
3749,271.200000
3750,271.170000
3751,271.530000
3752,270.700000
3753,265.470000
3754,265.630000
3755,265.280000
3756,270.690000
3757,271.760000
3758,271.880000
3759,271.970000
3760,271.910000
3761,268.160000
3762,266.020000
3763,265.370000
3764,267.500000
3765,272.180000
3766,272.700000
3767,272.650000
3768,272.120000
3769,272.550000
3770,270.860000
3771,267.180000
3772,266.130000
3773,266.210000
3774,272.590000
3775,272.980000
3776,273.020000
3777,272.800000
3778,273.220000
3779,267.300000
3780,266.750000
3781,267.730000
3782,271.280000
3783,274.170000
3784,273.850000
3785,273.890000
3786,274.290000
3787,273.850000
3788,269.110000
3789,267.770000
3790,268.020000
3791,270.930000
3792,274.870000
3793,274.690000
3794,274.710000
3795,275.200000
3796,273.410000
3797,267.970000
3798,272.470000
3799,271.220000
3800,275.450000
3801,275.320000
3802,275.100000
3803,275.300000
3804,275.040000
3805,270.090000
3806,269.620000
3807,271.960000
3808,274.890000
3809,275.740000
3810,276.060000
3811,276.020000
3812,276.280000
3813,274.580000
3814,271.890000
3815,270.090000
3816,276.360000
3817,276.620000
3818,276.440000
3819,276.870000
3820,276.610000
3821,271.010000
3822,270.970000
3823,270.590000
3824,274.950000
3825,276.830000
3826,276.990000
3827,277.000000
3828,277.180000
3829,277.230000
3830,272.440000
3831,273.110000
3832,273.070000
3833,274.110000
3834,277.350000
3835,277.300000
3836,277.740000
3837,277.510000
3838,276.110000
3839,271.790000
3840,271.250000
3841,272.600000
3842,277.700000
3843,278.350000
3844,278.760000
3845,278.280000
3846,278.340000
3847,278.120000
3848,273.710000
3849,272.150000
3850,272.440000
3851,276.160000
3852,278.980000
3853,278.980000
3854,278.810000
3855,279.400000
3856,274.620000
3857,274.730000
3858,275.350000
3859,278.920000
3860,279.520000
3861,279.030000
3862,279.590000
3863,279.420000
3864,279.990000
3865,279.110000
3866,273.110000
3867,273.570000
3868,274.070000
3869,280.400000
3870,280.320000
3871,280.190000
3872,280.670000
3873,280.050000
3874,277.420000
3875,275.450000
3876,278.230000
3877,280.710000
3878,280.990000
3879,280.780000
3880,280.860000
3881,280.650000
3882,274.380000
3883,287.720000
3884,281.110000
3885,281.300000
3886,281.330000
3887,281.440000
3888,281.600000
3889,281.420000
3890,281.970000
3891,275.720000
3892,276.160000
3893,276.080000
3894,280.970000
3895,281.780000
3896,282.780000
3897,282.330000
3898,282.020000
3899,279.730000
3900,275.410000
3901,275.620000
3902,281.200000
3903,281.900000
3904,282.360000
3905,282.280000
3906,282.410000
3907,282.740000
3908,277.310000
3909,276.600000
3910,276.040000
3911,281.600000
3912,282.990000
3913,283.840000
3914,283.610000
3915,283.100000
3916,283.630000
3917,283.310000
3918,283.820000
3919,284.090000
3920,284.120000
3921,283.890000
3922,283.880000
3923,284.070000
3924,284.140000
3925,284.470000
3926,281.650000
3927,278.470000
3928,278.170000
3929,280.620000
3930,284.710000
3931,284.330000
3932,284.520000
3933,284.530000
3934,285.050000
3935,283.410000
3936,278.710000
3937,279.420000
3938,282.030000
3939,285.570000
3940,284.820000
3941,285.310000
3942,285.360000
3943,282.200000
3944,279.720000
3945,278.720000
3946,282.370000
3947,285.290000
3948,285.850000
3949,285.660000
3950,285.920000
3951,285.740000
3952,282.310000
3953,281.520000
3954,279.420000
3955,285.490000
3956,285.940000
3957,286.210000
3958,286.570000
3959,286.200000
3960,281.860000
3961,279.520000
3962,279.820000
3963,282.960000
3964,286.830000
3965,286.780000
3966,286.800000
3967,286.700000
3968,286.590000
3969,282.390000
3970,280.490000
3971,281.450000
3972,283.850000
3973,287.560000
3974,287.080000
3975,287.490000
3976,289.060000
3977,283.840000
3978,281.400000
3979,284.660000
3980,286.750000
3981,287.620000
3982,288.340000
3983,288.600000
3984,288.200000
3985,285.940000
3986,281.290000
3987,282.400000
3988,283.820000
3989,288.550000
3990,288.300000
3991,288.630000
3992,288.830000
3993,286.860000
3994,285.970000
3995,283.620000
3996,287.360000
3997,288.880000
3998,289.160000
3999,289.400000
4000,289.040000
4001,289.190000
4002,289.520000
4003,289.790000
4004,288.840000
4005,283.830000
4006,283.310000
4007,287.390000
4008,290.180000
4009,289.680000
4010,290.520000
4011,290.910000
4012,290.010000
4013,287.650000
4014,285.390000
4015,283.030000
4016,284.260000
4017,290.460000
4018,290.410000
4019,290.630000
4020,290.480000
4021,290.010000
4022,284.190000
4023,287.810000
4024,288.730000
4025,290.770000
4026,291.130000
4027,290.950000
4028,291.170000
4029,288.400000
4030,285.020000
4031,284.350000
4032,286.210000
4033,291.830000
4034,291.190000
4035,291.840000
4036,291.550000
4037,290.060000
4038,288.280000
4039,287.020000
4040,287.540000
4041,292.140000
4042,292.160000
4043,291.990000
4044,292.180000
4045,288.870000
4046,286.320000
4047,285.900000
4048,290.190000
4049,292.640000
4050,292.490000
4051,292.800000
4052,292.560000
4053,292.970000
4054,287.460000
4055,288.000000
4056,286.160000
4057,292.190000
4058,292.960000
4059,292.800000
4060,292.980000
4061,293.580000
4062,293.460000
4063,293.180000
4064,294.230000
4065,290.210000
4066,287.290000
4067,289.720000
4068,292.110000
4069,293.600000
4070,294.300000
4071,294.030000
4072,293.860000
4073,289.780000
4074,287.270000
4075,288.260000
4076,291.380000
4077,293.960000
4078,294.070000
4079,294.250000
4080,294.390000
4081,290.470000
4082,289.180000
4083,289.130000
4084,294.490000
4085,294.380000
4086,294.580000
4087,294.840000
4088,291.600000
4089,288.270000
4090,288.240000
4091,290.180000
4092,294.790000
4093,295.380000
4094,294.740000
4095,294.470000
4096,294.860000
4097,290.200000
4098,289.010000
4099,289.990000
4100,294.090000
4101,296.220000
4102,296.650000
4103,296.040000
4104,296.990000
4105,290.080000
4106,290.550000
4107,290.720000
4108,296.160000
4109,297.100000
4110,298.430000
4111,297.480000
4112,296.930000
4113,298.070000
4114,292.070000
4115,291.140000
4116,290.600000
4117,294.990000
4118,298.080000
4119,297.900000
4120,298.090000
4121,296.970000
4122,293.180000
4123,291.820000
4124,294.970000
4125,298.540000
4126,298.960000
4127,299.130000
4128,298.810000
4129,298.970000
4130,294.320000
4131,292.720000
4132,291.920000
4133,297.830000
4134,299.560000
4135,299.860000
4136,299.620000
4137,300.290000
4138,295.250000
4139,295.900000
4140,295.600000
4141,300.330000
4142,300.440000
4143,300.500000
4144,300.910000
4145,298.940000
4146,293.740000
4147,294.090000
4148,296.860000
4149,301.080000
4150,301.510000
4151,302.840000
4152,301.190000
4153,301.620000
4154,298.450000
4155,295.120000
4156,295.400000
4157,299.220000
4158,301.870000
4159,302.190000
4160,301.560000
4161,302.120000
4162,297.310000
4163,295.560000
4164,298.610000
4165,300.400000
4166,302.830000
4167,302.980000
4168,303.130000
4169,303.080000
4170,303.760000
4171,297.340000
4172,297.230000
4173,297.510000
4174,302.810000
4175,309.280000
4176,303.760000
4177,304.550000
4178,304.080000
4179,304.160000
4180,304.390000
4181,304.140000
4182,303.850000
4183,305.130000
4184,304.660000
4185,304.940000
4186,305.110000
4187,305.000000
4188,304.660000
4189,298.130000
4190,298.570000
4191,298.940000
4192,305.620000
4193,305.320000
4194,305.890000
4195,305.300000
4196,305.110000
4197,305.470000
4198,305.290000
4199,305.570000
4200,304.890000
4201,299.640000
4202,298.420000
4203,301.760000
4204,305.540000
4205,305.810000
4206,305.890000
4207,306.410000
4208,305.850000
4209,306.580000
4210,306.310000
4211,306.080000
4212,302.700000
4213,299.780000
4214,300.470000
4215,304.130000
4216,306.390000
4217,307.150000
4218,306.870000
4219,306.520000
4220,303.320000
4221,299.960000
4222,303.610000
4223,307.020000
4224,307.520000
4225,306.900000
4226,307.100000
4227,307.880000
4228,304.280000
4229,300.610000
4230,301.100000
4231,306.820000
4232,308.120000
4233,308.190000
4234,307.660000
4235,307.860000
4236,305.240000
4237,302.840000
4238,306.480000
4239,308.930000
4240,308.950000
4241,309.130000
4242,309.230000
4243,303.020000
4244,302.270000
4245,303.530000
4246,309.480000
4247,309.150000
4248,309.640000
4249,309.840000
4250,310.310000
4251,305.840000
4252,302.820000
4253,303.910000
4254,309.720000
4255,310.300000
4256,310.810000
4257,310.510000
4258,308.480000
4259,302.920000
4260,303.480000
4261,308.740000
4262,310.560000
4263,310.510000
4264,310.490000
4265,311.080000
4266,308.530000
4267,305.120000
4268,303.750000
4269,308.860000
4270,311.370000
4271,311.470000
4272,311.330000
4273,311.800000
4274,304.650000
4275,305.920000
4276,305.230000
4277,312.000000
4278,311.740000
4279,312.350000
4280,311.840000
4281,311.990000
4282,306.220000
4283,305.510000
4284,304.950000
4285,311.760000
4286,312.090000
4287,312.060000
4288,311.950000
4289,312.330000
4290,307.110000
4291,307.630000
4292,311.460000
4293,312.370000
4294,313.920000
4295,312.800000
4296,313.430000
4297,310.000000
4298,306.960000
4299,306.060000
4300,312.230000
4301,313.730000
4302,313.920000
4303,313.410000
4304,313.290000
4305,310.580000
4306,307.790000
4307,312.260000
4308,314.680000
4309,314.790000
4310,314.210000
4311,314.660000
4312,307.690000
4313,308.240000
4314,308.410000
4315,315.320000
4316,315.360000
4317,315.540000
4318,315.030000
4319,315.120000
4320,314.980000
4321,315.770000
4322,313.690000
4323,308.100000
4324,307.820000
4325,310.860000
4326,315.880000
4327,315.770000
4328,316.410000
4329,315.650000
4330,311.300000
4331,308.370000
4332,314.880000
4333,315.840000
4334,316.370000
4335,316.090000
4336,316.530000
4337,313.740000
4338,309.810000
4339,308.710000
4340,315.350000
4341,316.810000
4342,317.530000
4343,317.120000
4344,317.010000
4345,312.370000
4346,310.930000
4347,314.810000
4348,317.270000
4349,316.970000
4350,316.830000
4351,317.080000
4352,310.060000
4353,310.850000
4354,312.530000
4355,318.030000
4356,317.400000
4357,318.090000
4358,318.010000
4359,317.840000
4360,313.420000
4361,312.030000
4362,311.510000
4363,318.310000
4364,318.210000
4365,318.700000
4366,318.000000
4367,313.800000
4368,311.290000
4369,311.860000
4370,318.370000
4371,319.250000
4372,319.140000
4373,319.170000
4374,318.650000
4375,319.600000
4376,319.290000
4377,342.190000
4378,328.870000
4379,328.310000
4380,327.290000
4381,328.850000
4382,327.280000
4383,328.280000
4384,327.960000
4385,322.210000
4386,319.980000
4387,320.270000
4388,320.040000
4389,320.330000
4390,320.190000
4391,320.620000
4392,320.760000
4393,320.910000
4394,321.210000
4395,320.570000
4396,320.960000
4397,314.660000
4398,317.100000
4399,318.460000
4400,321.860000
4401,320.970000
4402,321.120000
4403,320.980000
4404,316.920000
4405,313.350000
4406,315.560000
4407,320.610000
4408,322.910000
4409,322.600000
4410,322.280000
4411,322.110000
4412,321.760000
4413,321.850000
4414,322.290000
4415,321.660000
4416,322.620000
4417,322.200000
4418,322.700000
4419,322.310000
4420,315.090000
4421,315.220000
4422,320.730000
4423,324.510000
4424,322.960000
4425,323.330000
4426,323.240000
4427,322.770000
4428,322.980000
4429,323.130000
4430,323.270000
4431,319.070000
4432,317.150000
4433,316.940000
4434,322.250000
4435,324.000000
4436,323.850000
4437,323.790000
4438,324.300000
4439,320.640000
4440,318.550000
4441,317.660000
4442,322.470000
4443,324.390000
4444,324.430000
4445,328.830000
4446,324.660000
4447,324.970000
4448,324.820000
4449,325.190000
4450,320.120000
4451,321.990000
4452,320.450000
4453,325.370000
4454,326.100000
4455,325.570000
4456,326.250000
4457,322.160000
4458,317.750000
4459,319.490000
4460,323.380000
4461,325.630000
4462,325.810000
4463,326.350000
4464,325.890000
4465,322.250000
4466,318.910000
4467,318.810000
4468,324.130000
4469,326.010000
4470,325.570000
4471,326.150000
4472,323.040000
4473,318.590000
4474,318.790000
4475,324.730000
4476,326.320000
4477,326.990000
4478,326.630000
4479,326.360000
4480,323.330000
4481,319.280000
4482,319.670000
4483,324.020000
4484,327.110000
4485,327.010000
4486,327.120000
4487,327.120000
4488,320.170000
4489,321.520000
4490,326.050000
4491,327.560000
4492,327.930000
4493,328.230000
4494,327.720000
4495,322.570000
4496,319.900000
4497,321.090000
4498,328.040000
4499,328.350000
4500,328.050000
4501,328.030000
4502,324.560000
4503,323.870000
4504,321.960000
4505,328.600000
4506,328.760000
4507,328.600000
4508,328.690000
4509,326.720000
4510,321.190000
4511,322.330000
4512,326.420000
4513,329.400000
4514,329.500000
4515,329.880000
4516,329.180000
4517,325.870000
4518,322.940000
4519,322.730000
4520,329.450000
4521,329.700000
4522,329.790000
4523,329.640000
4524,326.060000
4525,322.790000
4526,329.270000
4527,330.170000
4528,330.030000
4529,330.460000
4530,330.300000
4531,330.350000
4532,324.010000
4533,322.280000
4534,323.240000
4535,331.260000
4536,330.540000
4537,330.400000
4538,330.950000
4539,326.080000
4540,323.360000
4541,326.290000
4542,331.100000
4543,331.160000
4544,331.180000
4545,331.440000
4546,330.830000
4547,324.520000
4548,323.630000
4549,327.940000
4550,331.430000
4551,331.500000
4552,331.960000
4553,333.720000
4554,327.090000
4555,327.510000
4556,330.930000
4557,333.050000
4558,332.460000
4559,332.410000
4560,329.910000
4561,324.920000
4562,326.220000
4563,329.940000
4564,332.380000
4565,332.900000
4566,333.470000
4567,333.490000
4568,330.390000
4569,326.580000
4570,326.040000
4571,333.200000
4572,332.980000
4573,333.640000
4574,333.590000
4575,328.860000
4576,325.650000
4577,325.870000
4578,333.870000
4579,333.770000
4580,333.920000
4581,334.080000
4582,334.380000
4583,328.560000
4584,326.570000
4585,330.280000
4586,334.400000
4587,334.780000
4588,334.600000
4589,333.720000
4590,326.530000
4591,326.910000
4592,330.270000
4593,334.420000
4594,334.560000
4595,334.640000
4596,335.030000
4597,334.050000
4598,327.780000
4599,327.530000
4600,329.390000
4601,335.270000
4602,335.640000
4603,335.050000
4604,335.620000
4605,330.570000
4606,329.470000
4607,334.330000
4608,335.660000
4609,335.520000
4610,336.420000
4611,331.600000
4612,328.680000
4613,329.230000
4614,335.500000
4615,336.250000
4616,336.810000
4617,336.800000
4618,333.690000
4619,330.090000
4620,332.370000
4621,337.240000
4622,337.140000
4623,336.980000
4624,337.630000
4625,333.790000
4626,330.450000
4627,331.010000
4628,337.170000
4629,338.560000
4630,338.130000
4631,338.620000
4632,338.370000
4633,331.480000
4634,330.760000
4635,334.810000
4636,339.050000
4637,339.250000
4638,339.140000
4639,338.950000
4640,331.710000
4641,332.190000
4642,336.380000
4643,339.480000
4644,339.490000
4645,339.720000
4646,340.070000
4647,335.670000
4648,332.760000
4649,332.400000
4650,340.240000
4651,339.850000
4652,342.930000
4653,341.790000
4654,340.850000
4655,341.020000
4656,342.120000
4657,341.190000
4658,341.650000
4659,341.410000
4660,341.300000
4661,334.100000
4662,333.350000
4663,337.020000
4664,341.880000
4665,341.550000
4666,341.710000
4667,341.950000
4668,339.630000
4669,336.960000
4670,339.180000
4671,342.240000
4672,342.520000
4673,343.290000
4674,344.880000
4675,342.620000
4676,343.050000
4677,343.130000
4678,346.430000
4679,344.800000
4680,343.650000
4681,344.100000
4682,344.610000
4683,343.980000
4684,344.290000
4685,344.130000
4686,344.170000
4687,344.220000
4688,341.490000
4689,336.970000
4690,336.930000
4691,343.100000
4692,345.020000
4693,345.830000
4694,345.100000
4695,345.550000
4696,337.590000
4697,337.720000
4698,340.990000
4699,349.110000
4700,345.430000
4701,346.020000
4702,345.340000
4703,345.880000
4704,345.280000
4705,346.180000
4706,341.820000
4707,340.100000
4708,341.540000
4709,346.140000
4710,346.440000
4711,346.270000
4712,345.370000
4713,342.470000
4714,346.930000
4715,346.440000
4716,347.010000
4717,346.800000
4718,347.460000
4719,347.320000
4720,347.410000
4721,347.140000
4722,347.610000
4723,339.310000
4724,339.740000
4725,343.000000
4726,348.040000
4727,348.060000
4728,348.830000
4729,344.920000
4730,341.460000
4731,342.950000
4732,348.150000
4733,348.760000
4734,348.620000
4735,348.950000
4736,340.930000
4737,342.140000
4738,342.760000
4739,349.380000
4740,348.970000
4741,349.270000
4742,348.890000
4743,342.390000
4744,342.440000
4745,346.030000
4746,350.040000
4747,349.060000
4748,349.430000
4749,345.440000
4750,341.690000
4751,342.240000
4752,349.430000
4753,350.050000
4754,350.990000
4755,350.390000
4756,346.670000
4757,343.640000
4758,342.100000
4759,350.190000
4760,350.700000
4761,350.400000
4762,351.050000
4763,343.940000
4764,344.070000
4765,344.550000
4766,351.210000
4767,351.420000
4768,351.260000
4769,351.570000
4770,344.570000
4771,344.580000
4772,344.900000
4773,351.880000
4774,351.640000
4775,352.000000
4776,349.610000
4777,343.600000
4778,345.610000
4779,350.270000
4780,352.900000
4781,351.960000
4782,352.790000
4783,347.250000
4784,344.860000
4785,344.940000
4786,353.600000
4787,353.140000
4788,353.090000
4789,353.420000
4790,346.420000
4791,347.130000
4792,352.940000
4793,353.580000
4794,352.600000
4795,352.880000
4796,347.950000
4797,356.620000
4798,353.700000
4799,353.680000
4800,353.560000
4801,350.520000
4802,345.460000
4803,349.970000
4804,354.940000
4805,354.740000
4806,354.360000
4807,353.980000
4808,346.550000
4809,345.820000
4810,350.960000
4811,354.630000
4812,355.190000
4813,355.220000
4814,351.280000
4815,348.670000
4816,351.490000
4817,354.790000
4818,356.150000
4819,355.780000
4820,355.270000
4821,355.710000
4822,355.550000
4823,356.120000
4824,356.000000
4825,355.950000
4826,355.760000
4827,356.140000
4828,355.740000
4829,356.480000
4830,356.600000
4831,355.970000
4832,349.190000
4833,348.750000
4834,352.180000
4835,356.450000
4836,356.980000
4837,356.770000
4838,354.360000
4839,349.780000
4840,352.400000
4841,363.060000
4842,357.740000
4843,357.630000
4844,356.860000
4845,357.550000
4846,353.690000
4847,349.710000
4848,350.470000
4849,357.360000
4850,358.560000
4851,358.430000
4852,358.200000
4853,355.750000
4854,349.850000
4855,350.870000
4856,357.050000
4857,358.290000
4858,358.530000
4859,358.050000
4860,359.520000
4861,359.090000
4862,359.160000
4863,359.990000
4864,360.760000
4865,358.980000
4866,358.860000
4867,361.220000
4868,358.830000
4869,359.240000
4870,358.850000
4871,359.000000
4872,358.710000
4873,359.450000
4874,359.290000
4875,356.810000
4876,353.010000
4877,351.280000
4878,356.950000
4879,359.430000
4880,359.860000
4881,359.870000
4882,354.210000
4883,351.660000
4884,354.820000
4885,359.640000
4886,360.470000
4887,360.390000
4888,360.610000
4889,354.670000
4890,353.070000
4891,354.680000
4892,361.280000
4893,360.360000
4894,360.740000
4895,359.790000
4896,352.530000
4897,354.020000
4898,363.000000
4899,363.030000
4900,361.750000
4901,361.070000
4902,361.620000
4903,362.210000
4904,361.870000
4905,361.610000
4906,356.220000
4907,354.570000
4908,354.660000
4909,363.330000
4910,362.090000
4911,362.680000
4912,362.460000
4913,356.970000
4914,355.390000
4915,355.270000
4916,362.430000
4917,362.720000
4918,363.290000
4919,362.790000
4920,355.150000
4921,355.480000
4922,361.810000
4923,362.930000
4924,363.370000
4925,362.560000
4926,356.360000
4927,354.500000
4928,359.730000
4929,363.050000
4930,363.090000
4931,363.640000
4932,357.490000
4933,357.980000
4934,360.470000
4935,364.240000
4936,363.690000
4937,364.810000
4938,360.100000
4939,369.970000
4940,364.690000
4941,364.300000
4942,364.750000
4943,361.370000
4944,359.270000
4945,359.220000
4946,365.230000
4947,365.430000
4948,365.040000
4949,367.180000
4950,359.250000
4951,358.050000
4952,357.890000
4953,368.230000
4954,365.570000
4955,365.550000
4956,366.440000
4957,365.410000
4958,365.930000
4959,365.850000
4960,366.290000
4961,365.210000
4962,365.900000
4963,367.590000
4964,365.850000
4965,365.770000
4966,365.590000
4967,365.840000
4968,365.870000
4969,366.090000
4970,368.380000
4971,367.020000
4972,366.480000
4973,366.850000
4974,367.230000
4975,366.980000
4976,366.870000
4977,367.060000
4978,367.120000
4979,364.310000
4980,361.410000
4981,366.980000
4982,367.550000
4983,368.180000
4984,367.590000
4985,366.690000
4986,360.480000
4987,359.440000
4988,364.170000
4989,367.420000
4990,368.940000
4991,368.930000
4992,366.010000
4993,360.580000
4994,359.060000
4995,366.440000
4996,368.550000
4997,367.640000
4998,367.560000
4999,359.810000
5000,361.200000
