Dimension: array length (n),Time (clock)
1870,431.560000
1871,431.360000
1872,432.430000
1873,437.580000
1874,444.370000
1875,442.150000
1876,440.290000
1877,436.420000
1878,434.250000
1879,436.950000
1880,435.400000
1881,434.980000
1882,439.250000
1883,448.730000
1884,447.250000
1885,449.360000
1886,449.690000
1887,449.490000
1888,449.800000
1889,442.350000
1890,440.840000
1891,440.510000
1892,442.220000
1893,441.080000
1894,442.890000
1895,443.490000
1896,451.660000
1897,455.450000
1898,449.820000
1899,448.880000
1900,458.320000
1901,456.230000
1902,456.150000
1903,456.200000
1904,451.730000
1905,448.040000
1906,452.330000
1907,458.860000
1908,459.520000
1909,460.240000
1910,456.870000
1911,449.690000
1912,459.840000
1913,460.750000
1914,461.610000
1915,453.950000
1916,453.500000
1917,453.300000
1918,453.280000
1919,460.960000
1920,465.020000
1921,477.630000
1922,483.540000
1923,501.380000
1924,487.330000
1925,478.010000
1926,471.470000
1927,469.680000
1928,468.340000
1929,468.660000
1930,468.700000
1931,470.130000
1932,464.720000
1933,460.980000
1934,460.230000
1935,463.010000
1936,510.290000
1937,534.550000
1938,514.240000
1939,535.740000
1940,536.130000
1941,533.790000
1942,547.940000
1943,548.230000
1944,546.060000
1945,547.730000
1946,534.980000
1947,529.850000
1948,531.660000
1949,539.240000
1950,545.860000
1951,533.040000
1952,533.090000
1953,518.670000
1954,517.960000
1955,548.810000
1956,693.550000
1957,661.830000
1958,725.700000
1959,779.810000
1960,721.740000
1961,732.450000
1962,732.510000
1963,764.960000
1964,752.900000
1965,728.660000
1966,683.980000
1967,623.520000
1968,622.610000
1969,573.300000
1970,559.270000
1971,554.430000
1972,555.260000
1973,544.790000
1974,545.860000
1975,543.000000
1976,531.190000
1977,525.210000
1978,518.440000
1979,515.210000
1980,506.030000
1981,600.890000
1982,506.880000
1983,507.850000
1984,508.330000
1985,516.970000
1986,538.510000
1987,564.130000
1988,561.220000
1989,544.800000
1990,549.370000
1991,557.020000
1992,568.580000
1993,558.360000
1994,575.400000
1995,589.070000
1996,560.660000
1997,569.840000
1998,575.040000
1999,577.180000
2000,586.050000
2001,598.360000
2002,608.050000
2003,610.610000
2004,624.150000
2005,614.640000
2006,623.740000
2007,599.730000
2008,582.540000
2009,564.950000
2010,560.970000
2011,558.240000
2012,562.020000
2013,543.880000
2014,538.410000
2015,529.990000
2016,524.200000
2017,528.060000
2018,518.790000
2019,512.630000
2020,513.010000
2021,515.390000
2022,516.780000
2023,517.540000
2024,514.710000
2025,518.670000
2026,519.710000
2027,520.460000
2028,520.400000
2029,545.800000
2030,567.810000
2031,658.490000
2032,630.860000
2033,698.280000
2034,626.250000
2035,609.110000
2036,593.260000
2037,591.830000
2038,601.660000
2039,691.460000
2040,613.040000
2041,597.890000
2042,586.440000
2043,575.610000
2044,565.610000
2045,565.480000
2046,554.950000
2047,553.940000
2048,554.830000
2049,549.880000
2050,541.670000
2051,542.810000
2052,538.980000
2053,529.660000
2054,530.710000
2055,529.490000
2056,533.940000
2057,532.620000
2058,532.800000
2059,534.430000
2060,529.850000
2061,545.450000
2062,569.830000
2063,563.290000
2064,564.260000
2065,572.390000
2066,579.780000
2067,579.290000
2068,580.700000
2069,593.560000
2070,598.650000
2071,585.180000
2072,616.780000
2073,600.140000
2074,597.580000
2075,586.260000
2076,587.650000
2077,586.890000
2078,580.230000
2079,572.320000
2080,574.750000
2081,566.670000
2082,558.100000
2083,596.900000
2084,595.150000
2085,591.630000
2086,591.340000
2087,594.970000
2088,740.950000
2089,701.620000
2090,677.920000
2091,725.600000
2092,950.790000
2093,854.990000
2094,900.170000
2095,927.470000
2096,867.780000
2097,764.060000
2098,748.230000
2099,734.530000
2100,729.330000
2101,697.100000
2102,709.240000
2103,703.510000
2104,666.550000
2105,657.460000
2106,636.620000
2107,627.550000
2108,610.520000
2109,602.030000
2110,589.080000
2111,586.510000
2112,575.860000
2113,575.010000
2114,566.850000
2115,562.260000
2116,562.120000
2117,564.520000
2118,563.290000
2119,551.620000
2120,551.190000
2121,567.280000
2122,563.760000
2123,553.780000
2124,555.560000
2125,554.460000
2126,554.960000
2127,560.210000
2128,568.470000
2129,564.130000
2130,558.320000
2131,558.630000
2132,561.140000
2133,582.360000
2134,606.700000
2135,604.490000
2136,609.030000
2137,625.120000
2138,643.550000
2139,655.620000
2140,671.550000
2141,663.360000
2142,660.440000
2143,643.320000
2144,633.520000
2145,627.300000
2146,617.040000
2147,611.340000
2148,614.550000
2149,630.440000
2150,637.840000
2151,646.220000
2152,649.500000
2153,648.700000
2154,648.420000
2155,640.140000
2156,631.440000
2157,641.860000
2158,657.120000
2159,651.040000
2160,649.820000
2161,647.330000
2162,689.580000
2163,647.160000
2164,635.740000
2165,625.380000
2166,626.550000
2167,641.370000
2168,769.650000
2169,856.130000
2170,890.250000
2171,862.350000
2172,992.950000
2173,988.250000
2174,1068.140000
2175,952.830000
2176,877.760000
2177,780.300000
2178,791.200000
2179,759.360000
2180,717.970000
2181,718.090000
2182,674.610000
2183,655.430000
2184,654.320000
2185,661.070000
2186,677.330000
2187,681.460000
2188,672.610000
2189,668.940000
2190,670.570000
2191,660.570000
2192,650.840000
2193,641.160000
2194,634.530000
2195,623.280000
2196,622.370000
2197,620.820000
2198,616.000000
2199,607.940000
2200,607.120000
2201,611.240000
2202,609.780000
2203,609.590000
2204,610.820000
2205,642.640000
2206,648.900000
2207,688.810000
2208,708.010000
2209,711.630000
2210,711.410000
2211,717.120000
2212,725.740000
2213,702.520000
2214,677.500000
2215,678.270000
2216,678.770000
2217,692.510000
2218,679.670000
2219,667.450000
2220,652.170000
2221,651.090000
2222,731.850000
2223,836.040000
2224,1069.690000
2225,837.140000
2226,778.700000
2227,747.640000
2228,724.430000
2229,710.700000
2230,690.950000
2231,684.530000
2232,671.880000
2233,657.240000
2234,647.700000
2235,643.640000
2236,642.690000
2237,643.490000
2238,643.480000
2239,644.290000
2240,645.840000
2241,656.590000
2242,665.040000
2243,662.310000
2244,665.080000
2245,655.480000
2246,648.760000
2247,651.150000
2248,650.400000
2249,652.010000
2250,650.840000
2251,644.950000
2252,637.530000
2253,637.460000
2254,637.630000
2255,641.270000
2256,637.530000
2257,643.860000
2258,664.520000
2259,682.330000
2260,923.120000
2261,818.430000
2262,732.320000
2263,723.660000
2264,703.310000
2265,689.630000
2266,679.610000
2267,687.790000
2268,689.770000
2269,689.560000
2270,682.580000
2271,669.800000
2272,664.170000
2273,662.880000
2274,664.670000
2275,651.770000
2276,648.150000
2277,651.060000
2278,650.250000
2279,657.610000
2280,672.690000
2281,698.650000
2282,722.530000
2283,725.240000
2284,727.440000
2285,725.320000
2286,723.550000
2287,731.500000
2288,751.400000
2289,757.730000
2290,898.640000
2291,772.520000
2292,766.680000
2293,815.490000
2294,926.860000
2295,826.290000
2296,776.160000
2297,743.740000
2298,747.240000
2299,724.500000
2300,711.800000
2301,697.820000
2302,682.880000
2303,717.740000
2304,761.390000
2305,951.680000
2306,903.280000
2307,907.160000
2308,841.620000
2309,798.240000
2310,768.140000
2311,749.040000
2312,738.520000
2313,727.890000
2314,712.200000
2315,709.220000
2316,704.640000
2317,690.470000
2318,691.990000
2319,681.480000
2320,676.220000
2321,676.720000
2322,684.150000
2323,677.160000
2324,676.230000
2325,678.500000
2326,662.030000
2327,672.120000
2328,678.830000
2329,676.730000
2330,666.560000
2331,676.450000
2332,683.870000
2333,672.570000
2334,670.140000
2335,667.040000
2336,678.100000
2337,686.240000
2338,737.840000
2339,685.980000
2340,689.680000
2341,715.220000
2342,769.050000
2343,742.070000
2344,740.320000
2345,724.760000
2346,726.080000
2347,727.670000
2348,725.940000
2349,722.770000
2350,718.800000
2351,720.080000
2352,726.420000
2353,731.030000
2354,729.550000
2355,727.810000
2356,716.860000
2357,713.480000
2358,713.840000
2359,709.210000
2360,718.160000
2361,704.980000
2362,700.640000
2363,704.620000
2364,707.340000
2365,701.220000
2366,737.380000
2367,725.120000
2368,737.360000
2369,729.910000
2370,721.200000
2371,721.530000
2372,711.460000
2373,705.630000
2374,709.610000
2375,719.630000
2376,707.210000
2377,709.320000
2378,710.470000
2379,720.300000
2380,709.530000
2381,709.550000
2382,710.000000
2383,699.870000
2384,695.840000
2385,696.600000
2386,695.490000
2387,699.090000
2388,715.670000
2389,714.840000
2390,709.970000
2391,703.120000
2392,719.680000
2393,718.750000
2394,715.220000
2395,720.320000
2396,712.260000
2397,703.490000
2398,703.480000
2399,708.110000
2400,705.540000
2401,721.820000
2402,737.990000
2403,754.800000
2404,774.920000
2405,805.900000
2406,827.150000
2407,806.340000
2408,804.710000
2409,806.120000
2410,785.250000
2411,786.770000
2412,786.660000
2413,766.230000
2414,766.680000
2415,767.250000
2416,749.040000
2417,765.190000
2418,770.570000
2419,976.090000
2420,983.590000
2421,806.250000
2422,910.720000
2423,973.180000
2424,918.140000
2425,889.110000
2426,845.230000
2427,812.330000
2428,789.880000
2429,777.440000
2430,776.520000
2431,773.200000
2432,761.510000
2433,760.240000
2434,746.670000
2435,743.360000
2436,742.760000
2437,734.430000
2438,725.710000
2439,728.410000
2440,728.230000
2441,729.350000
2442,743.400000
2443,739.960000
2444,732.030000
2445,732.520000
2446,732.800000
2447,730.380000
2448,819.560000
2449,845.190000
2450,856.400000
2451,839.980000
2452,819.440000
2453,805.060000
2454,799.940000
2455,883.670000
2456,846.630000
2457,831.680000
2458,826.280000
2459,837.130000
2460,862.200000
2461,848.780000
2462,829.480000
2463,820.360000
2464,801.110000
2465,802.360000
2466,802.330000
2467,800.180000
2468,805.090000
2469,785.480000
2470,781.850000
2471,765.750000
2472,767.080000
2473,756.890000
2474,752.310000
2475,758.600000
2476,754.650000
2477,768.030000
2478,758.100000
2479,753.380000
2480,751.290000
2481,753.990000
2482,755.670000
2483,753.860000
2484,760.140000
2485,761.670000
2486,756.520000
2487,756.970000
2488,757.700000
2489,762.340000
2490,761.460000
2491,760.940000
2492,763.090000
2493,778.970000
2494,780.570000
2495,778.970000
2496,772.630000
2497,781.420000
2498,773.420000
2499,800.310000
2500,781.810000
2501,781.880000
2502,779.220000
2503,771.990000
2504,768.200000
2505,767.800000
2506,767.550000
2507,770.510000
2508,768.350000
2509,774.070000
2510,835.570000
2511,811.840000
2512,805.780000
2513,812.110000
2514,808.220000
2515,795.520000
2516,792.670000
2517,775.950000
2518,776.050000
2519,775.720000
2520,775.610000
2521,780.770000
2522,778.080000
2523,778.990000
2524,781.400000
2525,780.110000
2526,782.690000
2527,784.630000
2528,780.970000
2529,782.100000
2530,782.390000
2531,782.970000
2532,783.450000
2533,788.210000
2534,787.930000
2535,785.920000
2536,786.050000
2537,785.600000
2538,790.050000
2539,805.570000
2540,801.040000
2541,788.700000
2542,789.730000
2543,792.460000
2544,791.940000
2545,794.190000
2546,792.330000
2547,794.650000
2548,793.070000
2549,795.120000
2550,795.710000
2551,797.430000
2552,800.190000
2553,794.950000
2554,797.700000
2555,797.560000
2556,797.120000
2557,803.110000
2558,802.300000
2559,800.980000
2560,800.730000
2561,804.130000
2562,805.450000
2563,804.650000
2564,806.840000
2565,803.210000
2566,807.990000
2567,806.730000
2568,808.240000
2569,811.980000
2570,809.190000
2571,808.290000
2572,809.160000
2573,813.330000
2574,814.490000
2575,814.230000
2576,817.890000
2577,811.870000
2578,812.230000
2579,815.570000
2580,812.710000
2581,817.950000
2582,828.630000
2583,880.750000
2584,886.410000
2585,867.760000
2586,859.890000
2587,852.940000
2588,842.740000
2589,855.250000
2590,862.190000
2591,873.680000
2592,873.490000
2593,862.530000
2594,843.710000
2595,844.670000
2596,847.100000
2597,845.860000
2598,846.390000
2599,844.560000
2600,845.880000
2601,840.310000
2602,832.820000
2603,827.650000
2604,831.200000
2605,844.230000
2606,838.580000
2607,844.760000
2608,850.950000
2609,838.820000
2610,836.630000
2611,831.820000
2612,833.990000
2613,843.220000
2614,849.510000
2615,845.280000
2616,836.510000
2617,843.340000
2618,859.280000
2619,856.830000
2620,852.220000
2621,860.220000
2622,844.710000
2623,840.800000
2624,840.800000
2625,839.390000
2626,844.890000
2627,856.900000
2628,856.820000
2629,844.850000
2630,868.490000
2631,867.210000
2632,865.460000
2633,852.800000
2634,850.860000
2635,869.820000
2636,858.170000
2637,849.590000
2638,852.690000
2639,851.520000
2640,868.150000
2641,874.190000
2642,860.380000
2643,858.250000
2644,854.530000
2645,855.990000
2646,878.600000
2647,874.560000
2648,872.750000
2649,860.720000
2650,859.590000
2651,860.740000
2652,882.350000
2653,878.140000
2654,881.710000
2655,869.400000
2656,865.410000
2657,882.830000
2658,884.870000
2659,873.310000
2660,867.800000
2661,884.320000
2662,885.520000
2663,870.000000
2664,873.140000
2665,869.950000
2666,877.650000
2667,887.520000
2668,869.170000
2669,870.200000
2670,874.230000
2671,877.550000
2672,873.090000
2673,892.440000
2674,881.070000
2675,875.450000
2676,881.680000
2677,898.780000
2678,882.500000
2679,876.860000
2680,879.480000
2681,878.200000
2682,890.690000
2683,896.600000
2684,879.060000
2685,882.400000
2686,881.610000
2687,888.180000
2688,897.980000
2689,889.980000
2690,884.450000
2691,884.290000
2692,888.490000
2693,890.210000
2694,908.910000
2695,890.910000
2696,892.390000
2697,891.610000
2698,892.940000
2699,911.350000
2700,895.840000
2701,891.210000
2702,891.350000
2703,893.500000
2704,915.580000
2705,915.440000
2706,921.700000
2707,941.820000
2708,940.390000
2709,939.960000
2710,954.510000
2711,943.200000
2712,925.210000
2713,919.640000
2714,921.190000
2715,913.110000
2716,903.470000
2717,902.450000
2718,911.860000
2719,925.160000
2720,904.590000
2721,903.020000
2722,908.180000
2723,918.660000
2724,920.570000
2725,908.080000
2726,939.390000
2727,940.750000
2728,936.670000
2729,950.350000
2730,956.580000
2731,933.050000
2732,936.540000
2733,946.470000
2734,960.350000
2735,960.880000
2736,961.720000
2737,948.650000
2738,942.120000
2739,962.860000
2740,987.300000
2741,967.610000
2742,958.640000
2743,937.750000
2744,939.470000
2745,931.210000
2746,920.840000
2747,931.190000
2748,945.990000
2749,965.120000
2750,952.640000
2751,969.810000
2752,974.810000
2753,948.700000
2754,965.300000
2755,956.000000
2756,971.180000
2757,973.560000
2758,951.440000
2759,949.750000
2760,947.820000
2761,930.580000
2762,929.360000
2763,932.320000
2764,933.750000
2765,947.320000
2766,948.390000
2767,934.010000
2768,941.520000
2769,973.470000
2770,986.980000
2771,983.630000
2772,984.830000
2773,984.440000
2774,987.030000
2775,989.360000
2776,969.600000
2777,964.370000
2778,971.820000
2779,1037.250000
2780,1188.090000
2781,1146.200000
2782,1176.930000
2783,1132.360000
2784,1110.070000
2785,1087.230000
2786,1076.800000
2787,1052.120000
2788,1049.490000
2789,1028.650000
2790,1043.170000
2791,1056.160000
2792,1048.470000
2793,1028.840000
2794,1028.130000
2795,1001.440000
2796,1005.520000
2797,1005.240000
2798,991.250000
2799,984.330000
2800,1006.870000
2801,987.240000
2802,985.170000
2803,986.340000
2804,1001.300000
2805,1019.220000
2806,1036.810000
2807,1021.510000
2808,1012.870000
2809,1021.560000
2810,1045.130000
2811,1044.170000
2812,1044.180000
2813,1044.890000
2814,1044.780000
2815,1041.450000
2816,1019.380000
2817,1052.630000
2818,1051.260000
2819,1069.540000
2820,1043.520000
2821,1045.430000
2822,1039.850000
2823,1024.000000
2824,1027.740000
2825,1021.820000
2826,1001.420000
2827,1015.430000
2828,1021.850000
2829,1024.140000
2830,1006.560000
2831,1002.980000
2832,1030.000000
2833,1028.920000
2834,1028.260000
2835,1028.590000
2836,1029.470000
2837,1028.710000
2838,1030.680000
2839,1035.550000
2840,1038.790000
2841,1061.240000
2842,1045.990000
2843,1032.040000
2844,1013.710000
2845,1012.050000
2846,1012.870000
2847,1000.070000
2848,988.900000
2849,1002.530000
2850,1016.670000
2851,1017.460000
2852,1038.610000
2853,1127.610000
2854,1040.600000
2855,1040.910000
2856,1032.590000
2857,1016.110000
2858,1019.240000
2859,1020.530000
2860,1018.990000
2861,1022.650000
2862,1006.380000
2863,1013.730000
2864,1015.480000
2865,1003.860000
2866,1002.800000
2867,1011.860000
2868,1018.280000
2869,1003.510000
2870,1010.670000
2871,1028.820000
2872,1021.630000
2873,1007.850000
2874,1012.670000
2875,1035.180000
2876,1048.000000
2877,1097.620000
2878,1157.060000
2879,1196.510000
2880,1215.240000
2881,1232.720000
2882,1270.060000
2883,1326.840000
2884,1366.510000
2885,1500.330000
2886,1483.230000
2887,1474.150000
2888,1396.430000
2889,1387.230000
2890,1389.850000
2891,1388.390000
2892,1409.560000
2893,1366.250000
2894,1380.780000
2895,1374.160000
2896,1387.250000
2897,1346.510000
2898,1390.150000
2899,1391.670000
2900,1393.890000
2901,1394.660000
2902,1397.720000
2903,1394.330000
2904,1360.100000
2905,1355.210000
2906,1361.080000
2907,1391.210000
2908,1396.970000
2909,1369.020000
2910,1357.450000
2911,1455.290000
2912,1579.920000
2913,1408.980000
2914,1429.220000
2915,1435.720000
2916,1460.840000
2917,1468.100000
2918,1496.750000
2919,1447.710000
2920,1472.840000
2921,1367.880000
2922,1368.040000
2923,1359.860000
2924,1374.620000
2925,1377.210000
2926,1409.900000
2927,1423.400000
2928,1445.450000
2929,1471.360000
2930,1503.040000
2931,1536.910000
2932,1579.320000
2933,1566.260000
2934,1499.190000
2935,1479.530000
2936,1472.400000
2937,1537.330000
2938,1501.680000
2939,1465.420000
2940,1415.410000
2941,1383.940000
2942,1383.260000
2943,1345.160000
2944,1348.370000
2945,1329.840000
2946,1330.760000
2947,1352.450000
2948,1346.650000
2949,1348.910000
2950,1351.220000
2951,1353.200000
2952,1312.680000
2953,1225.520000
2954,1170.120000
2955,1131.880000
2956,1111.650000
2957,1091.300000
2958,1089.660000
2959,1069.190000
2960,1070.470000
2961,1069.370000
2962,1073.200000
2963,1083.680000
2964,1085.110000
2965,1074.140000
2966,1075.010000
2967,1078.260000
2968,1085.130000
2969,1088.800000
2970,1079.270000
2971,7925.710000
2972,14107.420000
2973,12527.080000
2974,11422.450000
2975,5195.160000
2976,2452.910000
2977,2335.440000
2978,2357.650000
2979,3315.270000
2980,2835.080000
2981,2591.290000
2982,2383.780000
2983,2185.540000
2984,2231.340000
2985,1796.470000
2986,1496.300000
2987,1512.950000
2988,1559.010000
2989,1534.280000
2990,1565.850000
2991,1565.830000
2992,1591.770000
2993,1560.980000
2994,1448.380000
2995,1445.760000
2996,1762.320000
2997,1473.620000
2998,1603.660000
2999,1559.410000
3000,1503.660000
3001,1433.760000
3002,1438.760000
3003,1792.620000
3004,1539.130000
3005,1409.630000
3006,1374.880000
3007,1413.380000
3008,1504.410000
3009,1446.400000
3010,1499.270000
3011,1393.560000
3012,1383.200000
3013,1391.760000
3014,1334.040000
3015,1356.470000
3016,1344.620000
3017,1319.810000
3018,1345.060000
3019,1328.890000
3020,1322.260000
3021,1368.250000
3022,1326.650000
3023,1329.850000
3024,1327.500000
3025,1335.940000
3026,1370.970000
3027,1345.440000
3028,1314.190000
3029,1281.740000
3030,1279.690000
3031,1481.800000
3032,1627.490000
3033,1723.750000
3034,1841.290000
3035,1810.160000
3036,1753.780000
3037,1808.600000
3038,1960.200000
3039,1817.410000
3040,1810.800000
3041,1765.750000
3042,1713.080000
3043,1724.460000
3044,1713.420000
3045,1784.650000
3046,1824.040000
3047,1728.880000
3048,1804.800000
3049,1749.650000
3050,1737.630000
3051,1756.480000
3052,1722.480000
3053,1669.110000
3054,1695.840000
3055,1603.610000
3056,1696.910000
3057,1812.400000
3058,2206.390000
3059,1698.300000
3060,1744.620000
3061,1817.340000
3062,1803.520000
3063,1806.390000
3064,1819.680000
3065,1841.720000
3066,1787.570000
3067,1706.070000
3068,2014.530000
3069,12642.980000
3070,13043.500000
3071,12476.670000
3072,10121.950000
3073,2492.740000
3074,3187.640000
3075,4013.330000
3076,3887.820000
3077,4047.350000
3078,3803.470000
3079,3068.180000
3080,2546.710000
3081,2493.510000
3082,2160.200000
3083,2385.090000
3084,2178.960000
3085,2206.930000
3086,2186.080000
3087,2181.910000
3088,1848.500000
3089,1583.680000
3090,1505.430000
3091,1404.630000
3092,1393.930000
3093,1390.220000
3094,1427.250000
3095,1636.730000
3096,1470.140000
3097,1583.360000
3098,1536.870000
3099,1512.730000
3100,1492.970000
3101,1434.870000
3102,1471.090000
3103,1399.830000
3104,1894.690000
3105,1483.230000
3106,1387.640000
3107,1344.140000
3108,1340.920000
3109,1344.790000
3110,1349.020000
3111,1421.400000
3112,1383.480000
3113,1364.170000
3114,1347.590000
3115,1344.740000
3116,1347.110000
3117,1340.100000
3118,1315.260000
3119,1300.730000
3120,1307.960000
3121,1310.270000
3122,1329.550000
3123,1337.870000
3124,1319.250000
3125,1338.900000
3126,1315.650000
3127,1316.750000
3128,1333.200000
3129,1333.820000
3130,1516.940000
3131,1397.400000
3132,1406.220000
3133,1350.940000
3134,1339.590000
3135,1393.930000
3136,1360.510000
3137,1483.440000
3138,1505.260000
3139,1713.080000
3140,1856.270000
3141,1614.100000
3142,1584.780000
3143,1610.400000
3144,1637.850000
3145,1622.060000
3146,1587.720000
3147,1739.850000
3148,1751.560000
3149,1789.590000
3150,1755.440000
3151,1773.320000
3152,2010.440000
3153,1814.330000
3154,1954.130000
3155,1839.270000
3156,1331.800000
3157,1350.270000
3158,7691.600000
3159,15386.880000
3160,15431.960000
3161,11272.310000
3162,2438.880000
3163,2542.550000
3164,2466.090000
3165,2316.900000
3166,2304.470000
3167,2289.980000
3168,2387.390000
3169,2333.900000
3170,3385.050000
3171,3960.490000
3172,3776.900000
3173,3812.070000
3174,2965.700000
3175,2328.020000
3176,2396.140000
3177,2563.960000
3178,2128.380000
3179,2102.540000
3180,2048.850000
3181,2043.240000
3182,2093.010000
3183,2085.390000
3184,2125.920000
3185,2209.240000
3186,2128.270000
3187,2015.550000
3188,1979.920000
3189,1921.130000
3190,1793.840000
3191,2001.940000
3192,1969.540000
3193,1542.940000
3194,1539.870000
3195,1510.160000
3196,1540.800000
3197,1583.070000
3198,1535.840000
3199,1452.650000
3200,1440.340000
3201,1446.610000
3202,1445.040000
3203,1420.860000
3204,1400.360000
3205,1409.190000
3206,1397.600000
3207,1481.770000
3208,1406.410000
3209,1390.320000
3210,1482.660000
3211,1511.090000
3212,1513.970000
3213,1412.960000
3214,1413.300000
3215,1418.080000
3216,1435.430000
3217,1377.490000
3218,1396.670000
3219,1487.390000
3220,1435.130000
3221,1381.180000
3222,1378.230000
3223,1378.570000
3224,1382.140000
3225,1387.800000
3226,1555.620000
3227,1371.810000
3228,1411.920000
3229,1451.710000
3230,1447.410000
3231,1468.000000
3232,1366.570000
3233,1403.620000
3234,1389.740000
3235,1829.700000
3236,1629.720000
3237,1563.400000
3238,1491.710000
3239,1375.610000
3240,1224.540000
3241,1222.980000
3242,1228.770000
3243,1202.100000
3244,1211.430000
3245,1220.640000
3246,1204.470000
3247,1204.280000
3248,1278.770000
3249,1326.830000
3250,1358.630000
3251,1378.240000
3252,1403.610000
3253,1563.640000
3254,1603.680000
3255,1798.100000
3256,1745.060000
3257,1721.440000
3258,1716.760000
3259,1714.050000
3260,1726.740000
3261,1750.280000
3262,1700.940000
3263,1753.330000
3264,1890.200000
3265,1769.000000
3266,1867.850000
3267,1899.820000
3268,1877.810000
3269,2024.580000
3270,2447.120000
3271,2098.950000
3272,2095.760000
3273,1808.300000
3274,1755.580000
3275,1701.600000
3276,1662.300000
3277,1663.320000
3278,1662.870000
3279,1667.000000
3280,1681.100000
3281,1668.500000
3282,2377.810000
3283,2466.880000
3284,2041.040000
3285,1994.980000
3286,1894.650000
3287,1881.990000
3288,1896.850000
3289,1972.600000
3290,1931.400000
3291,1930.270000
3292,1897.130000
3293,1902.840000
3294,1892.870000
3295,1868.160000
3296,1853.330000
3297,1826.670000
3298,1658.170000
3299,1621.130000
3300,1533.210000
3301,1448.170000
3302,1453.350000
3303,1455.410000
3304,1462.850000
3305,1426.570000
3306,1404.170000
3307,1510.810000
3308,1598.790000
3309,1649.840000
3310,1601.330000
3311,1539.240000
3312,1485.060000
3313,1453.680000
3314,1448.160000
3315,1416.390000
3316,1401.730000
3317,1403.640000
3318,1401.980000
3319,1397.840000
3320,1373.210000
3321,1373.200000
3322,1368.280000
3323,1376.200000
3324,1401.760000
3325,1447.070000
3326,1436.970000
3327,1412.460000
3328,1444.830000
3329,1451.970000
3330,1449.390000
3331,1452.150000
3332,1446.070000
3333,1431.200000
3334,1417.990000
3335,1396.430000
3336,1419.100000
3337,1851.420000
3338,1554.550000
3339,1523.360000
3340,1495.180000
3341,1499.290000
3342,1465.780000
3343,1478.320000
3344,1457.370000
3345,1475.270000
3346,1488.070000
3347,1449.960000
3348,1414.880000
3349,1404.450000
3350,1415.390000
3351,1440.110000
3352,1472.830000
3353,1469.520000
3354,1508.870000
3355,1507.710000
3356,1497.680000
3357,1461.860000
3358,1454.100000
3359,1453.300000
3360,1413.620000
3361,1426.430000
3362,1464.830000
3363,1444.550000
3364,1411.660000
3365,1408.680000
3366,1464.240000
3367,1434.650000
3368,1432.040000
3369,1434.200000
3370,1435.820000
3371,1453.320000
3372,1480.880000
3373,1457.320000
3374,1452.840000
3375,1451.350000
3376,1426.850000
3377,1426.620000
3378,1460.800000
3379,1573.940000
3380,1986.650000
3381,1927.060000
3382,1912.820000
3383,1897.660000
3384,1900.720000
3385,1920.610000
3386,1886.940000
3387,1860.500000
3388,1956.290000
3389,1923.010000
3390,1932.940000
3391,1938.440000
3392,1892.700000
3393,1843.000000
3394,2105.890000
3395,1921.380000
3396,1859.350000
3397,1842.660000
3398,1903.500000
3399,1959.840000
3400,2029.440000
3401,2132.500000
3402,2010.910000
3403,2155.310000
3404,2052.710000
3405,2147.190000
3406,1880.920000
3407,1949.530000
3408,1908.560000
3409,1765.330000
3410,1811.550000
3411,1818.420000
3412,1770.280000
3413,1791.650000
3414,1829.250000
3415,1812.210000
3416,1777.910000
3417,1812.780000
3418,1858.020000
3419,1889.220000
3420,1947.060000
3421,1895.410000
3422,1869.770000
3423,1829.230000
3424,2263.530000
3425,1997.310000
3426,1912.770000
3427,1876.720000
3428,1878.510000
3429,1878.440000
3430,1895.010000
3431,1921.890000
3432,1886.940000
3433,1897.890000
3434,1882.210000
3435,1815.070000
3436,1774.570000
3437,1744.020000
3438,1725.910000
3439,1727.040000
3440,1701.200000
3441,1705.510000
3442,1706.120000
3443,1759.850000
3444,1818.240000
3445,1869.710000
3446,1834.170000
3447,1640.670000
3448,1567.400000
3449,1521.970000
3450,1492.180000
3451,1493.130000
3452,1493.920000
3453,1489.030000
3454,1465.860000
3455,1450.150000
3456,1452.050000
3457,1453.900000
3458,1454.240000
3459,1457.180000
3460,1469.130000
3461,1538.860000
3462,1509.970000
3463,1519.360000
3464,1540.860000
3465,1546.410000
3466,1545.060000
3467,1498.970000
3468,1498.550000
3469,1468.700000
3470,1510.290000
3471,7236.730000
3472,17351.980000
3473,17009.650000
3474,9993.480000
3475,3098.640000
3476,3211.250000
3477,3443.000000
3478,4272.350000
3479,3284.000000
3480,2890.240000
3481,2996.370000
3482,3166.110000
3483,3356.770000
3484,2980.850000
3485,3002.630000
3486,3025.960000
3487,2739.520000
3488,2673.170000
3489,2760.540000
3490,2779.660000
3491,2811.090000
3492,2783.890000
3493,2641.910000
3494,2641.690000
3495,2630.090000
3496,2585.080000
3497,2548.880000
3498,2648.340000
3499,2689.770000
3500,2485.700000
3501,2486.140000
3502,2469.380000
3503,2375.920000
3504,2481.670000
3505,2131.510000
3506,1848.940000
3507,1978.470000
3508,2017.670000
3509,2003.840000
3510,1990.900000
3511,1824.110000
3512,1780.560000
3513,1881.130000
3514,2268.400000
3515,2427.030000
3516,2416.040000
3517,2221.910000
3518,2176.750000
3519,2183.090000
3520,2146.120000
3521,2369.150000
3522,1977.770000
3523,1663.230000
3524,1669.240000
