Dimension: array length (n),Time (clock)
997,157.220000
998,157.590000
999,151.750000
1000,152.400000
1001,152.320000
1002,152.960000
1003,156.550000
1004,160.380000
1005,154.330000
1006,154.010000
1007,153.860000
1008,154.280000
1009,154.640000
1010,155.670000
1011,160.940000
1012,161.940000
1013,155.920000
1014,156.530000
1015,156.100000
1016,162.600000
1017,162.910000
1018,156.880000
1019,157.550000
1020,157.840000
1021,157.770000
1022,159.010000
1023,158.510000
1024,158.810000
1025,160.260000
1026,164.230000
1027,164.700000
1028,167.290000
1029,160.750000
1030,166.760000
1031,166.320000
1032,156.920000
1033,157.550000
1034,157.670000
1035,158.000000
1036,161.420000
1037,168.760000
1038,169.750000
1039,160.500000
1040,159.540000
1041,160.080000
1042,164.010000
1043,171.100000
1044,167.320000
1045,168.510000
1046,165.820000
1047,165.770000
1048,167.020000
1049,167.370000
1050,166.930000
1051,167.100000
1052,175.960000
1053,176.190000
1054,168.550000
1055,168.010000
1056,168.720000
1057,168.760000
1058,172.750000
1059,175.000000
1060,175.490000
1061,175.760000
1062,178.990000
1063,173.090000
1064,171.850000
1065,174.400000
1066,169.010000
1067,166.970000
1068,167.980000
1069,163.850000
1070,163.670000
1071,164.520000
1072,164.170000
1073,160.400000
1074,160.930000
1075,160.820000
1076,161.070000
1077,159.050000
1078,157.710000
1079,158.350000
1080,158.680000
1081,158.350000
1082,158.750000
1083,156.320000
1084,155.670000
1085,155.500000
1086,155.720000
1087,156.520000
1088,156.710000
1089,160.090000
1090,161.230000
1091,157.680000
1092,158.230000
1093,159.650000
1094,161.940000
1095,165.950000
1096,166.550000
1097,170.200000
1098,173.090000
1099,175.840000
1100,175.910000
1101,173.410000
1102,173.320000
1103,173.890000
1104,178.260000
1105,178.970000
1106,178.800000
1107,180.250000
1108,185.030000
1109,183.970000
1110,181.250000
1111,181.470000
1112,183.110000
1113,187.790000
1114,187.730000
1115,188.600000
1116,191.170000
1117,190.730000
1118,189.270000
1119,189.330000
1120,188.820000
1121,189.580000
1122,191.920000
1123,196.200000
1124,196.070000
1125,195.460000
1126,194.270000
1127,191.210000
1128,187.020000
1129,185.910000
1130,184.740000
1131,181.920000
1132,183.210000
1133,180.350000
1134,178.890000
1135,178.950000
1136,179.420000
1137,178.320000
1138,175.120000
1139,175.370000
1140,175.540000
1141,175.640000
1142,175.950000
1143,172.300000
1144,172.770000
1145,172.940000
1146,172.960000
1147,173.550000
1148,174.370000
1149,174.060000
1150,172.760000
1151,170.330000
1152,170.190000
1153,170.960000
1154,170.900000
1155,170.920000
1156,171.750000
1157,175.840000
1158,175.740000
1159,174.250000
1160,177.120000
1161,177.280000
1162,182.700000
1163,185.050000
1164,188.510000
1165,187.410000
1166,188.910000
1167,190.610000
1168,194.720000
1169,196.870000
1170,201.110000
1171,201.170000
1172,201.590000
1173,201.740000
1174,201.320000
1175,202.850000
1176,208.410000
1177,208.610000
1178,208.410000
1179,209.110000
1180,209.790000
1181,210.330000
1182,210.440000
1183,210.580000
1184,215.240000
1185,216.700000
1186,217.650000
1187,217.840000
1188,219.090000
1189,213.060000
1190,213.480000
1191,214.310000
1192,213.660000
1193,214.690000
1194,217.580000
1195,220.840000
1196,221.760000
1197,216.040000
1198,215.850000
1199,212.020000
1200,210.130000
1201,208.620000
1202,205.280000
1203,205.650000
1204,200.430000
1205,201.630000
1206,201.400000
1207,200.280000
1208,197.160000
1209,197.250000
1210,197.300000
1211,197.920000
1212,195.370000
1213,193.610000
1214,193.520000
1215,194.380000
1216,195.210000
1217,194.640000
1218,197.620000
1219,200.800000
1220,205.940000
1221,208.490000
1222,212.800000
1223,212.240000
1224,213.460000
1225,213.910000
1226,216.520000
1227,220.200000
1228,221.360000
1229,217.250000
1230,221.970000
1231,221.100000
1232,221.820000
1233,222.690000
1234,222.130000
1235,229.610000
1236,229.670000
1237,229.980000
1238,230.310000
1239,230.650000
1240,231.740000
1241,231.680000
1242,238.270000
1243,238.470000
1244,233.180000
1245,232.580000
1246,234.130000
1247,233.820000
1248,234.780000
1249,251.950000
1250,282.380000
1251,247.940000
1252,243.250000
1253,242.700000
1254,240.740000
1255,249.180000
1256,251.100000
1257,313.000000
1258,303.780000
1259,297.670000
1260,268.660000
1261,262.290000
1262,258.440000
1263,254.710000
1264,248.290000
1265,247.040000
1266,242.050000
1267,241.020000
1268,235.060000
1269,234.720000
1270,231.490000
1271,229.810000
1272,228.860000
1273,229.910000
1274,230.190000
1275,229.900000
1276,228.590000
1277,224.600000
1278,225.630000
1279,238.580000
1280,236.210000
1281,284.080000
1282,273.290000
1283,280.730000
1284,423.630000
1285,435.930000
1286,403.930000
1287,339.470000
1288,318.590000
1289,307.980000
1290,381.480000
1291,354.410000
1292,347.010000
1293,333.050000
1294,395.920000
1295,313.560000
1296,328.520000
1297,336.120000
1298,307.290000
1299,295.090000
1300,286.010000
1301,293.080000
1302,279.030000
1303,273.580000
1304,272.600000
1305,264.150000
1306,263.880000
1307,256.960000
1308,255.950000
1309,249.250000
1310,251.360000
1311,248.350000
1312,253.060000
1313,269.770000
1314,267.190000
1315,269.080000
1316,271.090000
1317,260.440000
1318,258.320000
1319,253.180000
1320,254.350000
1321,262.420000
1322,258.120000
1323,257.960000
1324,258.530000
1325,260.590000
1326,261.620000
1327,254.390000
1328,250.350000
1329,251.830000
1330,252.140000
1331,247.760000
1332,244.800000
1333,245.300000
1334,245.840000
1335,239.190000
1336,239.690000
1337,239.930000
1338,240.310000
1339,236.980000
1340,235.330000
1341,239.640000
1342,245.240000
1343,242.700000
1344,238.640000
1345,236.470000
1346,237.210000
1347,238.220000
1348,242.970000
1349,241.710000
1350,241.910000
1351,238.450000
1352,246.910000
1353,242.140000
1354,244.650000
1355,240.790000
1356,242.300000
1357,240.630000
1358,236.600000
1359,235.480000
1360,236.300000
1361,241.360000
1362,236.400000
1363,239.580000
1364,237.830000
1365,237.880000
1366,237.040000
1367,238.620000
1368,238.520000
1369,239.840000
1370,239.060000
1371,240.190000
1372,240.290000
1373,239.920000
1374,234.710000
1375,236.350000
1376,236.300000
1377,237.910000
1378,237.990000
1379,237.300000
1380,236.810000
1381,245.030000
1382,246.690000
1383,250.630000
1384,246.610000
1385,248.210000
1386,247.790000
1387,244.440000
1388,245.990000
1389,246.150000
1390,246.730000
1391,247.390000
1392,246.790000
1393,247.680000
1394,248.180000
1395,246.980000
1396,242.890000
1397,242.220000
1398,245.770000
1399,244.500000
1400,243.520000
1401,244.300000
1402,245.410000
1403,245.670000
1404,245.440000
1405,255.960000
1406,251.490000
1407,252.450000
1408,252.670000
1409,253.200000
1410,253.700000
1411,247.990000
1412,247.960000
1413,250.200000
1414,249.870000
1415,260.060000
1416,284.170000
1417,261.530000
1418,262.840000
1419,263.740000
1420,267.200000
1421,264.020000
1422,265.930000
1423,264.990000
1424,270.790000
1425,279.490000
1426,286.330000
1427,290.940000
1428,300.190000
1429,361.250000
1430,306.660000
1431,298.790000
1432,295.850000
1433,289.960000
1434,289.190000
1435,297.790000
1436,292.450000
1437,292.200000
1438,290.840000
1439,286.150000
1440,308.560000
1441,341.540000
1442,329.940000
1443,329.200000
1444,350.300000
1445,327.310000
1446,319.800000
1447,313.050000
1448,307.350000
1449,316.810000
1450,305.310000
1451,301.810000
1452,297.630000
1453,299.090000
1454,298.240000
1455,291.150000
1456,291.540000
1457,291.460000
1458,284.490000
1459,285.000000
1460,286.370000
1461,285.200000
1462,277.900000
1463,280.060000
1464,280.070000
1465,280.070000
1466,281.280000
1467,280.580000
1468,281.120000
1469,280.580000
1470,280.910000
1471,275.380000
1472,278.410000
1473,277.330000
1474,277.110000
1475,278.000000
1476,287.460000
1477,277.280000
1478,277.830000
1479,278.550000
1480,278.880000
1481,283.910000
1482,279.230000
1483,280.150000
1484,280.060000
1485,279.350000
1486,281.800000
1487,280.550000
1488,282.020000
1489,281.570000
1490,282.310000
1491,282.900000
1492,282.530000
1493,278.560000
1494,279.850000
1495,279.780000
1496,279.960000
1497,281.130000
1498,281.460000
1499,283.280000
1500,282.690000
1501,287.110000
1502,286.730000
1503,287.150000
1504,288.050000
1505,310.940000
1506,292.140000
1507,288.680000
1508,288.740000
1509,290.080000
1510,293.160000
1511,301.100000
1512,307.410000
1513,334.870000
1514,322.780000
1515,318.100000
1516,314.300000
1517,315.290000
1518,314.910000
1519,310.840000
1520,307.990000
1521,308.670000
1522,308.760000
1523,309.940000
1524,310.060000
1525,302.710000
1526,303.570000
1527,303.800000
1528,303.910000
1529,314.050000
1530,337.360000
1531,322.070000
1532,321.800000
1533,322.620000
1534,322.310000
1535,349.110000
1536,333.270000
1537,333.890000
1538,339.670000
1539,335.620000
1540,334.640000
1541,335.350000
1542,514.160000
1543,452.020000
1544,477.870000
1545,546.900000
1546,483.530000
1547,465.740000
1548,548.360000
1549,489.490000
1550,493.170000
1551,471.380000
1552,482.950000
1553,508.540000
1554,476.780000
1555,451.750000
1556,452.280000
1557,440.710000
1558,418.980000
1559,409.730000
1560,397.230000
1561,385.700000
1562,377.280000
1563,375.630000
1564,366.910000
1565,376.830000
1566,373.910000
1567,379.490000
1568,381.250000
1569,367.670000
1570,366.330000
1571,358.240000
1572,363.500000
1573,358.600000
1574,352.350000
1575,349.320000
1576,349.850000
1577,346.900000
1578,341.010000
1579,341.240000
1580,332.750000
1581,334.660000
1582,335.390000
1583,333.210000
1584,326.390000
1585,326.570000
1586,327.530000
1587,327.520000
1588,321.230000
1589,320.160000
1590,335.210000
1591,333.690000
1592,324.400000
1593,322.590000
1594,321.680000
1595,322.260000
1596,323.090000
1597,328.870000
1598,341.390000
1599,341.790000
1600,341.100000
1601,340.050000
1602,332.980000
1603,351.000000
1604,335.580000
1605,337.460000
1606,349.340000
1607,335.700000
1608,335.200000
1609,335.350000
1610,336.940000
1611,337.200000
1612,338.000000
1613,336.340000
1614,342.740000
1615,350.470000
1616,358.550000
1617,366.920000
1618,377.530000
1619,377.700000
1620,379.830000
1621,363.070000
1622,361.690000
1623,352.590000
1624,351.870000
1625,353.720000
1626,358.170000
1627,370.870000
1628,367.490000
1629,367.580000
1630,369.930000
1631,369.950000
1632,363.180000
1633,369.380000
1634,367.760000
1635,367.760000
1636,376.250000
1637,385.730000
1638,456.980000
1639,378.250000
1640,375.740000
1641,369.520000
1642,369.710000
1643,371.300000
1644,370.160000
1645,369.650000
1646,360.550000
1647,361.050000
1648,362.650000
1649,357.380000
1650,353.430000
1651,354.380000
1652,353.620000
1653,354.170000
1654,354.950000
1655,349.930000
1656,346.740000
1657,348.110000
1658,349.430000
1659,347.790000
1660,348.310000
1661,353.220000
1662,352.810000
1663,350.820000
1664,352.670000
1665,351.540000
1666,352.170000
1667,351.070000
1668,349.910000
1669,345.010000
1670,346.380000
1671,346.710000
1672,345.820000
1673,348.080000
1674,346.960000
1675,347.500000
1676,356.970000
1677,357.350000
1678,357.030000
1679,357.510000
1680,356.730000
1681,352.660000
1682,349.790000
1683,351.650000
1684,351.380000
1685,354.500000
1686,351.000000
1687,352.000000
1688,354.920000
1689,352.850000
1690,352.680000
1691,354.630000
1692,354.580000
1693,357.030000
1694,357.680000
1695,355.140000
1696,356.770000
1697,356.860000
1698,357.390000
1699,357.260000
1700,357.250000
1701,358.970000
1702,358.320000
1703,359.940000
1704,359.580000
1705,359.240000
1706,359.690000
1707,359.790000
1708,371.990000
1709,369.840000
1710,368.940000
1711,361.820000
1712,361.820000
1713,364.160000
1714,362.700000
1715,363.610000
1716,375.520000
1717,370.760000
1718,374.130000
1719,443.190000
1720,373.800000
1721,374.280000
1722,375.880000
1723,367.740000
1724,373.550000
1725,369.510000
1726,367.450000
1727,368.430000
1728,370.080000
1729,372.300000
1730,382.220000
1731,405.920000
1732,442.730000
1733,433.520000
1734,428.200000
1735,421.680000
1736,410.520000
1737,409.080000
1738,401.540000
1739,411.770000
1740,413.570000
1741,413.220000
1742,403.410000
1743,432.710000
1744,398.880000
1745,394.580000
1746,395.490000
1747,396.130000
1748,396.320000
1749,395.880000
1750,387.950000
1751,389.620000
1752,390.920000
1753,388.190000
1754,389.220000
1755,389.270000
1756,385.870000
1757,391.730000
1758,390.010000
1759,391.480000
1760,383.320000
1761,383.620000
1762,385.120000
1763,385.150000
1764,385.310000
1765,385.480000
1766,386.200000
1767,386.930000
1768,384.560000
1769,387.490000
1770,385.870000
1771,389.080000
1772,388.560000
1773,388.500000
1774,387.610000
1775,388.760000
1776,390.750000
1777,391.940000
1778,390.680000
1779,392.470000
1780,399.970000
1781,392.330000
1782,392.780000
1783,392.080000
1784,393.520000
1785,392.590000
1786,395.500000
1787,394.040000
1788,399.550000
1789,398.480000
1790,396.080000
1791,402.960000
1792,421.260000
1793,408.510000
1794,397.660000
1795,413.040000
1796,400.660000
1797,397.890000
1798,398.390000
1799,400.810000
1800,400.810000
1801,400.980000
1802,401.840000
1803,401.170000
1804,402.020000
1805,400.510000
1806,403.470000
1807,417.980000
1808,415.680000
1809,428.610000
1810,434.350000
1811,430.690000
1812,454.870000
1813,434.140000
1814,434.970000
1815,444.380000
1816,452.560000
1817,436.600000
1818,440.260000
1819,451.990000
1820,453.830000
1821,450.730000
1822,439.850000
1823,440.850000
1824,442.010000
1825,437.620000
1826,441.540000
1827,443.290000
1828,451.320000
1829,470.840000
1830,457.170000
1831,456.770000
1832,457.090000
1833,457.980000
1834,472.660000
1835,473.440000
1836,471.700000
1837,470.940000
1838,471.380000
1839,472.740000
1840,473.520000
1841,473.680000
1842,471.180000
1843,461.850000
1844,456.710000
1845,453.550000
1846,460.510000
1847,452.400000
1848,452.830000
1849,442.830000
1850,448.280000
1851,442.610000
1852,444.600000
1853,439.370000
1854,433.540000
1855,434.010000
1856,434.320000
1857,436.520000
1858,436.540000
1859,434.580000
1860,427.420000
1861,428.080000
1862,434.380000
1863,437.940000
1864,438.540000
1865,439.600000
1866,434.500000
1867,431.580000
1868,429.930000
1869,431.500000
